,Stn,Datum,Niveau,Rd,qRd
0,32,19310101,1,0,0
1,32,19310102,1,0,0
2,32,19310103,1,0,0
3,32,19310104,1,0,0
4,32,19310105,1,0,0
5,32,19310106,1,0,0
6,32,19310107,1,0,0
7,32,19310108,1,0,0
8,32,19310109,1,0,0
9,32,19310110,1,0,0
10,32,19310111,1,0,0
11,32,19310112,1,0,0
12,32,19310113,1,0,0
13,32,19310114,1,0,0
14,32,19310115,1,143,0
15,32,19310116,1,0,0
16,32,19310117,1,0,0
17,32,19310118,1,0,0
18,32,19310119,1,0,0
19,32,19310120,1,0,0
20,32,19310121,1,0,0
21,32,19310122,1,0,0
22,32,19310123,1,68,0
23,32,19310124,1,6,0
24,32,19310125,1,0,0
25,32,19310126,1,0,0
26,32,19310127,1,9,0
27,32,19310128,1,5,0
28,32,19310129,1,32,0
29,32,19310130,1,28,0
30,32,19310131,1,6,0
31,32,19310201,1,0,0
32,32,19310202,1,0,0
33,32,19310203,1,0,0
34,32,19310204,1,0,0
35,32,19310205,1,0,0
36,32,19310206,1,160,0
37,32,19310207,1,0,0
38,32,19310208,1,0,0
39,32,19310209,1,6,0
40,32,19310210,1,0,0
41,32,19310211,1,0,0
42,32,19310212,1,0,0
43,32,19310213,1,4,0
44,32,19310214,1,0,0
45,32,19310215,1,0,0
46,32,19310216,1,0,0
47,32,19310217,1,128,0
48,32,19310218,1,45,0
49,32,19310219,1,0,0
50,32,19310220,1,0,0
51,32,19310221,1,0,0
52,32,19310222,1,0,0
53,32,19310223,1,0,0
54,32,19310224,1,0,0
55,32,19310225,1,0,0
56,32,19310226,1,0,0
57,32,19310227,1,0,0
58,32,19310228,1,0,0
59,32,19310301,1,0,0
60,32,19310302,1,0,0
61,32,19310303,1,0,0
62,32,19310304,1,0,0
63,32,19310305,1,0,0
64,32,19310306,1,0,0
65,32,19310307,1,0,0
66,32,19310308,1,0,0
67,32,19310309,1,0,0
68,32,19310310,1,0,0
69,32,19310311,1,0,0
70,32,19310312,1,0,0
71,32,19310313,1,0,0
72,32,19310314,1,0,0
73,32,19310315,1,0,0
74,32,19310316,1,0,0
75,32,19310317,1,0,0
76,32,19310318,1,0,0
77,32,19310319,1,0,0
78,32,19310320,1,0,0
79,32,19310321,1,0,0
80,32,19310322,1,0,0
81,32,19310323,1,0,0
82,32,19310324,1,0,0
83,32,19310325,1,0,0
84,32,19310326,1,0,0
85,32,19310327,1,0,0
86,32,19310328,1,0,0
87,32,19310329,1,0,0
88,32,19310330,1,0,0
89,32,19310331,1,0,0
90,32,19310401,1,0,0
91,32,19310402,1,0,0
92,32,19310403,1,0,0
93,32,19310404,1,0,0
94,32,19310405,1,0,0
95,32,19310406,1,0,0
96,32,19310407,1,0,0
97,32,19310408,1,0,0
98,32,19310409,1,0,0
99,32,19310410,1,0,0
100,32,19310411,1,0,0
101,32,19310412,1,0,0
102,32,19310413,1,0,0
103,32,19310414,1,0,0
104,32,19310415,1,0,0
105,32,19310416,1,0,0
106,32,19310417,1,0,0
107,32,19310418,1,0,0
108,32,19310419,1,0,0
109,32,19310420,1,0,0
110,32,19310421,1,0,0
111,32,19310422,1,0,0
112,32,19310423,1,0,0
113,32,19310424,1,0,0
114,32,19310425,1,0,0
115,32,19310426,1,0,0
116,32,19310427,1,0,0
117,32,19310428,1,0,0
118,32,19310429,1,0,0
119,32,19310430,1,0,0
120,32,19310501,1,0,0
121,32,19310502,1,0,0
122,32,19310503,1,0,0
123,32,19310504,1,0,0
124,32,19310505,1,0,0
125,32,19310506,1,0,0
126,32,19310507,1,0,0
127,32,19310508,1,0,0
128,32,19310509,1,0,0
129,32,19310510,1,0,0
130,32,19310511,1,0,0
131,32,19310512,1,0,0
132,32,19310513,1,0,0
133,32,19310514,1,0,0
134,32,19310515,1,0,0
135,32,19310516,1,0,0
136,32,19310517,1,0,0
137,32,19310518,1,0,0
138,32,19310519,1,0,0
139,32,19310520,1,0,0
140,32,19310521,1,0,0
141,32,19310522,1,0,0
142,32,19310523,1,0,0
143,32,19310524,1,0,0
144,32,19310525,1,0,0
145,32,19310526,1,0,0
146,32,19310527,1,0,0
147,32,19310528,1,0,0
148,32,19310529,1,25,0
149,32,19310530,1,88,0
150,32,19310531,1,0,0
151,32,19310601,1,0,0
152,32,19310602,1,0,0
153,32,19310603,1,0,0
154,32,19310604,1,0,0
155,32,19310605,1,0,0
156,32,19310606,1,0,0
157,32,19310607,1,0,0
158,32,19310608,1,0,0
159,32,19310609,1,0,0
160,32,19310610,1,0,0
161,32,19310611,1,0,0
162,32,19310612,1,0,0
163,32,19310613,1,0,0
164,32,19310614,1,0,0
165,32,19310615,1,0,0
166,32,19310616,1,0,0
167,32,19310617,1,0,0
168,32,19310618,1,0,0
169,32,19310619,1,0,0
170,32,19310620,1,0,0
171,32,19310621,1,0,0
172,32,19310622,1,0,0
173,32,19310623,1,0,0
174,32,19310624,1,0,0
175,32,19310625,1,0,0
176,32,19310626,1,0,0
177,32,19310627,1,0,0
178,32,19310628,1,0,0
179,32,19310629,1,0,0
180,32,19310630,1,0,0
181,32,19310701,1,0,0
182,32,19310702,1,0,0
183,32,19310703,1,0,0
184,32,19310704,1,0,0
185,32,19310705,1,0,0
186,32,19310706,1,0,0
187,32,19310707,1,0,0
188,32,19310708,1,0,0
189,32,19310709,1,590,0
190,32,19310710,1,0,0
191,32,19310711,1,0,0
192,32,19310712,1,0,0
193,32,19310713,1,0,0
194,32,19310714,1,0,0
195,32,19310715,1,0,0
196,32,19310716,1,0,0
197,32,19310717,1,0,0
198,32,19310718,1,0,0
199,32,19310719,1,0,0
200,32,19310720,1,59,0
201,32,19310721,1,47,0
202,32,19310722,1,4,0
203,32,19310723,1,28,0
204,32,19310724,1,10,0
205,32,19310725,1,0,0
206,32,19310726,1,0,0
207,32,19310727,1,0,0
208,32,19310728,1,0,0
209,32,19310729,1,0,0
210,32,19310730,1,0,0
211,32,19310731,1,0,0
212,32,19310801,1,0,0
213,32,19310802,1,0,0
214,32,19310803,1,0,0
215,32,19310804,1,0,0
216,32,19310805,1,0,0
217,32,19310806,1,0,0
218,32,19310807,1,8,0
219,32,19310808,1,0,0
220,32,19310809,1,0,0
221,32,19310810,1,0,0
222,32,19310811,1,0,0
223,32,19310812,1,0,0
224,32,19310813,1,0,0
225,32,19310814,1,0,0
226,32,19310815,1,0,0
227,32,19310816,1,0,0
228,32,19310817,1,0,0
229,32,19310818,1,0,0
230,32,19310819,1,0,0
231,32,19310820,1,0,0
232,32,19310821,1,0,0
233,32,19310822,1,0,0
234,32,19310823,1,0,0
235,32,19310824,1,24,0
236,32,19310825,1,19,0
237,32,19310826,1,98,0
238,32,19310827,1,15,0
239,32,19310828,1,0,0
240,32,19310829,1,1,0
241,32,19310830,1,123,0
242,32,19310831,1,0,0
243,32,19310901,1,0,0
244,32,19310902,1,0,0
245,32,19310903,1,0,0
246,32,19310904,1,0,0
247,32,19310905,1,0,0
248,32,19310906,1,0,0
249,32,19310907,1,64,0
250,32,19310908,1,0,0
251,32,19310909,1,8,0
252,32,19310910,1,0,0
253,32,19310911,1,26,0
