,Stn,Datum,P,qP
102,32,19360412,—,7
103,32,19360413,—,7
104,32,19360414,—,7
105,32,19360415,—,7
106,32,19360416,—,7
107,32,19360417,—,7
108,32,19360418,—,7
109,32,19360419,—,7
110,32,19360420,—,7
111,32,19360421,—,7
112,32,19360422,—,7
113,32,19360423,—,7
114,32,19360424,—,7
115,32,19360425,—,7
116,32,19360426,—,7
117,32,19360427,—,7
118,32,19360428,—,7
119,32,19360429,—,7
120,32,19360430,—,7
121,32,19360501,—,7
122,32,19360502,—,7
123,32,19360503,—,7
124,32,19360504,—,7
125,32,19360505,—,7
126,32,19360506,760,0
127,32,19360507,759.5,0
128,32,19360508,758,0
129,32,19360509,760,0
130,32,19360510,760,0
131,32,19360511,759.5,0
132,32,19360512,758,0
133,32,19360513,758.5,0
134,32,19360514,759,0
135,32,19360515,758,0
136,32,19360516,758.5,0
137,32,19360517,759,0
138,32,19360518,760,0
139,32,19360519,758.5,0
140,32,19360520,757,0
141,32,19360521,758,0
142,32,19360522,759,0
143,32,19360523,758,0
144,32,19360524,757,0
145,32,19360525,757,0
146,32,19360526,759,0
147,32,19360527,757,0
148,32,19360528,759,0
149,32,19360529,760,0
150,32,19360530,760.5,0
151,32,19360531,761,0
152,32,19360601,761,0
153,32,19360602,761.5,0
154,32,19360603,759,0
155,32,19360604,759,0
156,32,19360605,759.5,0
157,32,19360606,759,0
158,32,19360607,759,0
159,32,19360608,758,0
160,32,19360609,758,0
161,32,19360610,758,0
162,32,19360611,759.5,0
163,32,19360612,758,0
164,32,19360613,758.5,0
165,32,19360614,758,0
166,32,19360615,759,0
167,32,19360616,758,0
168,32,19360617,761,0
169,32,19360618,761.5,0
170,32,19360619,760,0
171,32,19360620,760,0
172,32,19360621,761,0
173,32,19360622,761,0
174,32,19360623,761,0
175,32,19360624,760,0
176,32,19360625,759,0
177,32,19360626,759,0
178,32,19360627,759,0
179,32,19360628,761,0
180,32,19360629,760,0
181,32,19360630,761,0
182,32,19360701,760,0
183,32,19360702,761,0
184,32,19360703,760,0
185,32,19360704,759,0
186,32,19360705,760,0
187,32,19360706,760,0
188,32,19360707,761,0
189,32,19360708,760,0
190,32,19360709,762,0
191,32,19360710,761,0
192,32,19360711,761.5,0
193,32,19360712,761,0
194,32,19360713,760,0
195,32,19360714,760.5,0
196,32,19360715,759.5,0
197,32,19360716,760,0
198,32,19360717,760,0
199,32,19360718,761,0
200,32,19360719,761.5,0
201,32,19360720,760,0
202,32,19360721,760.5,0
203,32,19360722,761,0
204,32,19360723,760,0
205,32,19360724,759.5,0
206,32,19360725,760,0
207,32,19360726,761,0
208,32,19360727,761,0
209,32,19360728,761.5,0
210,32,19360729,762,0
211,32,19360730,762.5,0
212,32,19360731,761,0
213,32,19360801,760,0
214,32,19360802,759.5,0
215,32,19360803,760,0
216,32,19360804,761,0
217,32,19360805,761,0
218,32,19360806,761.5,0
219,32,19360807,761,0
220,32,19360808,760,0
221,32,19360809,760.5,0
222,32,19360810,761,0
223,32,19360811,760,0
224,32,19360812,759,0
225,32,19360813,760,0
226,32,19360814,757,0
227,32,19360815,758,0
228,32,19360816,759,0
229,32,19360817,760,0
230,32,19360818,761,0
231,32,19360819,760,0
232,32,19360820,760,0
233,32,19360821,759,0
234,32,19360822,760,0
235,32,19360823,761.5,0
236,32,19360824,760,0
237,32,19360825,759,0
238,32,19360826,760,0
239,32,19360827,760.5,0
240,32,19360828,760,0
241,32,19360829,760.5,0
242,32,19360830,761,0
243,32,19360831,760,0
244,32,19360901,761,0
245,32,19360902,761.5,0
246,32,19360903,761,0
247,32,19360904,761.5,0
248,32,19360905,760,0
249,32,19360906,761.5,0
250,32,19360907,759.5,0
251,32,19360908,760,0
252,32,19360909,760.5,0
253,32,19360910,761,0
254,32,19360911,761.5,0
255,32,19360912,761,0
256,32,19360913,760,0
257,32,19360914,760.5,0
258,32,19360915,760.5,0
259,32,19360916,760,0
260,32,19360917,760,0
261,32,19360918,761,0
262,32,19360919,760,0
263,32,19360920,759,0
264,32,19360921,759,0
265,32,19360922,759.5,0
266,32,19360923,761,0
267,32,19360924,760,0
268,32,19360925,760.5,0
269,32,19360926,760,0
270,32,19360927,760,0
271,32,19360928,757.5,0
272,32,19360929,758,0
273,32,19360930,757,0
274,32,19361001,760,0
275,32,19361002,759,0
276,32,19361003,759,0
277,32,19361004,761.5,0
278,32,19361005,760,0
279,32,19361006,761,0
280,32,19361007,761.5,0
281,32,19361008,760.5,0
282,32,19361009,760.5,0
283,32,19361010,760,0
284,32,19361011,760,0
285,32,19361012,759.5,0
286,32,19361013,759,0
287,32,19361014,759.5,0
288,32,19361015,759.5,0
289,32,19361016,758,0
290,32,19361017,758,0
291,32,19361018,758,0
292,32,19361019,761,0
293,32,19361020,758,0
294,32,19361021,760,0
295,32,19361022,759,0
296,32,19361023,758,0
297,32,19361024,760,0
298,32,19361025,760.5,0
299,32,19361026,759,0
300,32,19361027,758.5,0
301,32,19361028,759,0
302,32,19361029,759.5,0
303,32,19361030,759.5,0
304,32,19361031,759,0
305,32,19361101,759,0
306,32,19361102,756.5,0
307,32,19361103,757,0
308,32,19361104,757.5,0
309,32,19361105,757,0
310,32,19361106,758,0
311,32,19361107,756.5,0
312,32,19361108,757,0
313,32,19361109,757.5,0
314,32,19361110,757.5,0
315,32,19361111,761,0
316,32,19361112,761.5,0
317,32,19361113,760,0
318,32,19361114,760,0
319,32,19361115,760.5,0
320,32,19361116,760,0
321,32,19361117,761,0
322,32,19361118,761.5,0
323,32,19361119,759.5,0
324,32,19361120,761,0
325,32,19361121,758.5,0
326,32,19361122,758.5,0
327,32,19361123,759,0
328,32,19361124,761.5,0
329,32,19361125,761,0
330,32,19361126,760.5,0
331,32,19361127,760,0
332,32,19361128,760,0
333,32,19361129,760.5,0
334,32,19361130,759.5,0
335,32,19361201,760.5,0
336,32,19361202,760,0
337,32,19361203,759,0
338,32,19361204,762,0
339,32,19361205,761.5,0
340,32,19361206,761.5,0
341,32,19361207,761.5,0
342,32,19361208,759,0
343,32,19361209,761,0
344,32,19361210,759.5,0
345,32,19361211,763.5,0
346,32,19361212,763.5,0
347,32,19361213,762.5,0
348,32,19361214,762,0
349,32,19361215,763,0
350,32,19361216,763,0
351,32,19361217,762.5,0
352,32,19361218,762,0
353,32,19361219,762,0
354,32,19361220,762.5,0
355,32,19361221,762,0
356,32,19361222,760,0
357,32,19361223,760.5,0
358,32,19361224,760,0
359,32,19361225,760.5,0
360,32,19361226,762,0
361,32,19361227,760,0
362,32,19361228,760.5,0
363,32,19361229,759.5,0
364,32,19361230,759,0
365,32,19361231,758.5,0
