,Stn,Datum,P,qP
0,32,19290101,766.5,0
1,32,19290102,766.5,0
2,32,19290103,764.5,0
3,32,19290104,766.0,0
4,32,19290105,766.5,0
5,32,19290106,766.0,0
6,32,19290107,766.5,0
7,32,19290108,766.5,0
8,32,19290109,765.0,0
9,32,19290110,765.0,0
10,32,19290111,765.0,0
11,32,19290112,765.0,0
12,32,19290113,766.0,0
13,32,19290114,766.5,0
14,32,19290115,766.5,0
15,32,19290116,766.5,0
16,32,19290117,764.5,0
17,32,19290118,764.5,0
18,32,19290119,764.5,0
19,32,19290120,764.5,0
20,32,19290121,764.5,0
21,32,19290122,766.0,0
22,32,19290123,766.0,0
23,32,19290124,766.0,0
24,32,19290125,766.0,0
25,32,19290126,764.5,0
26,32,19290127,764.5,0
27,32,19290128,766.0,0
28,32,19290129,766.0,0
29,32,19290130,766.0,0
30,32,19290131,766.0,0
31,32,19290201,766.0,0
32,32,19290202,766.0,0
33,32,19290203,766.0,0
34,32,19290204,765.5,0
35,32,19290205,765.5,0
36,32,19290206,766.0,0
37,32,19290207,766.0,0
38,32,19290208,766.0,0
39,32,19290209,765.0,0
40,32,19290210,765.0,0
41,32,19290211,765.0,0
42,32,19290212,765.0,0
43,32,19290213,766.0,0
44,32,19290214,766.0,0
45,32,19290215,766.5,0
46,32,19290216,766.5,0
47,32,19290217,766.0,0
48,32,19290218,765.5,0
49,32,19290219,765.0,0
50,32,19290220,764.5,0
51,32,19290221,764.5,0
52,32,19290222,764.5,0
53,32,19290223,765.0,0
54,32,19290224,765.0,0
55,32,19290225,766.0,0
56,32,19290226,766.0,0
57,32,19290227,766.0,0
58,32,19290228,764.5,0
59,32,19290301,766.0,0
60,32,19290302,766.0,0
61,32,19290303,766.0,0
62,32,19290304,766.0,0
63,32,19290305,765.0,0
64,32,19290306,765.0,0
65,32,19290307,765.5,0
66,32,19290308,765.5,0
67,32,19290309,766.0,0
68,32,19290310,765.0,0
69,32,19290311,765.0,0
70,32,19290312,766.0,0
71,32,19290313,766.0,0
72,32,19290314,767.0,0
73,32,19290315,766.5,0
74,32,19290316,766.0,0
75,32,19290317,766.0,0
76,32,19290318,765.0,0
77,32,19290319,766.0,0
78,32,19290320,766.0,0
79,32,19290321,767.0,0
80,32,19290322,767.0,0
81,32,19290323,767.0,0
82,32,19290324,765.0,0
83,32,19290325,765.0,0
84,32,19290326,766.0,0
85,32,19290327,766.0,0
86,32,19290328,766.0,0
87,32,19290329,766.0,0
88,32,19290330,766.0,0
89,32,19290331,766.0,0
90,32,19290401,766.0,0
91,32,19290402,766.0,0
92,32,19290403,766.0,0
93,32,19290404,766.0,0
94,32,19290405,766.0,0
95,32,19290406,766.0,0
96,32,19290407,766.0,0
97,32,19290408,766.0,0
98,32,19290409,766.0,0
99,32,19290410,766.0,0
100,32,19290411,766.0,0
101,32,19290412,766.0,0
102,32,19290413,765.0,0
103,32,19290414,765.5,0
104,32,19290415,765.5,0
105,32,19290416,765.5,0
106,32,19290417,765.0,0
107,32,19290418,764.5,0
108,32,19290419,764.5,0
109,32,19290420,765.0,0
110,32,19290421,765.0,0
111,32,19290422,765.0,0
112,32,19290423,765.5,0
113,32,19290424,766.0,0
114,32,19290425,765.0,0
115,32,19290426,765.0,0
116,32,19290427,764.0,0
117,32,19290428,765.0,0
118,32,19290429,765.5,0
119,32,19290430,764.5,0
120,32,19290501,766.0,0
121,32,19290502,765.0,0
122,32,19290503,764.5,0
123,32,19290504,764.5,0
124,32,19290505,765.0,0
125,32,19290506,764.0,0
126,32,19290507,764.0,0
127,32,19290508,765.5,0
128,32,19290509,765.0,0
129,32,19290510,765.0,0
130,32,19290511,764.0,0
131,32,19290512,764.0,0
132,32,19290513,765.5,0
133,32,19290514,766.0,0
134,32,19290515,766.0,0
135,32,19290516,765.0,0
136,32,19290517,764.5,0
137,32,19290518,766.0,0
138,32,19290519,766.0,0
139,32,19290520,765.0,0
140,32,19290521,765.5,0
141,32,19290522,765.0,0
142,32,19290523,765.0,0
143,32,19290524,766.0,0
144,32,19290525,765.0,0
145,32,19290526,764.5,0
146,32,19290527,765.5,0
147,32,19290528,766.0,0
148,32,19290529,765.0,0
149,32,19290530,764.5,0
150,32,19290531,763.5,0
151,32,19290601,765.0,0
152,32,19290602,765.0,0
153,32,19290603,764.0,0
154,32,19290604,764.5,0
155,32,19290605,765.5,0
156,32,19290606,763.5,0
157,32,19290607,764.0,0
158,32,19290608,764.0,0
159,32,19290609,764.5,0
160,32,19290610,765.0,0
161,32,19290611,765.5,0
162,32,19290612,766.0,0
163,32,19290613,765.0,0
164,32,19290614,764.0,0
165,32,19290615,764.5,0
166,32,19290616,765.0,0
167,32,19290617,766.0,0
168,32,19290618,766.0,0
169,32,19290619,764.5,0
170,32,19290620,764.5,0
171,32,19290621,764.5,0
172,32,19290622,766.5,0
173,32,19290623,766.0,0
174,32,19290624,766.5,0
175,32,19290625,766.5,0
176,32,19290626,763.5,0
177,32,19290627,766.0,0
178,32,19290628,765.0,0
179,32,19290629,766.5,0
180,32,19290630,766.5,0
181,32,19290701,766.0,0
182,32,19290702,766.5,0
183,32,19290703,766.0,0
184,32,19290704,765.0,0
185,32,19290705,765.5,0
186,32,19290706,765.0,0
187,32,19290707,765.0,0
188,32,19290708,767.0,0
189,32,19290709,764.0,0
190,32,19290710,764.0,0
191,32,19290711,764.5,0
192,32,19290712,766.0,0
193,32,19290713,766.0,0
194,32,19290714,766.5,0
195,32,19290715,765.0,0
196,32,19290716,763.0,0
197,32,19290717,762.5,0
198,32,19290718,763.0,0
199,32,19290719,767.0,0
200,32,19290720,764.0,0
201,32,19290721,764.0,0
202,32,19290722,765.0,0
203,32,19290723,766.5,0
204,32,19290724,765.0,0
