,Stn,Datum,Tijd,P,qP,T,qT,Tn,qTn,Tx,qTx,U,qU,Ed,qEd,Tw,qTw,D,qD,F,qF,N,qN
241,32,19380302,12.0,—,7,28,0,—,7,—,7,86,0,23.3,0,25.8,0,65,0,4,0,—,7
242,32,19380302,17.0,—,7,27.4,0,—,7,—,7,83,0,22.5,0,25.2,0,65,0,3.4,0,—,7
243,32,19380302,24.0,—,7,—,7,24.6,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
244,32,19380303,7.0,—,7,23.9,0,—,7,—,7,92,0,20.4,0,23,0,65,0,2,0,—,7
245,32,19380303,12.0,—,7,28.5,0,—,7,—,7,83,0,23.7,0,26.1,0,65,0,3,0,—,7
246,32,19380303,17.0,—,7,27.6,0,—,7,—,7,81,0,22.3,0,25.2,0,65,0,3,0,—,7
247,32,19380303,24.0,—,7,—,7,23.2,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
248,32,19380304,7.0,—,7,23.6,0,—,7,—,7,—,7,—,7,27.4,0,65,0,1.6,0,—,7
249,32,19380304,12.0,—,7,28.4,0,—,7,—,7,82,0,23.5,0,26,0,65,0,2.4,0,—,7
250,32,19380304,17.0,—,7,26.8,0,—,7,—,7,83,0,21.6,0,24.6,0,65,0,1.8,0,—,7
251,32,19380304,24.0,—,7,—,7,22.6,0,30.2,0,—,7,—,7,—,7,—,7,—,7,—,7
252,32,19380305,7.0,—,7,22.9,0,—,7,—,7,91,0,18.9,0,21.9,0,65,0,—,7,—,7
253,32,19380305,12.0,—,7,27.9,0,—,7,—,7,82,0,23.4,0,25.8,0,65,0,1.6,0,—,7
254,32,19380305,17.0,—,7,27.1,0,—,7,—,7,83,0,22.2,0,25,0,65,0,2.4,0,—,7
255,32,19380305,24.0,—,7,—,7,22.8,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
256,32,19380306,7.0,—,7,23.4,0,—,7,—,7,93,0,19.9,0,22.6,0,65,0,1,0,—,7
257,32,19380306,12.0,—,7,28.1,0,—,7,—,7,84,0,22,0,25.2,0,65,0,2.8,0,—,7
258,32,19380306,17.0,—,7,26.9,0,—,7,—,7,88,0,23.2,0,25.4,0,65,0,2,0,—,7
259,32,19380306,24.0,—,7,—,7,23.6,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
260,32,19380307,7.0,—,7,24.5,0,—,7,—,7,87,0,20,0,23,0,45,0,2,0,—,7
261,32,19380307,12.0,—,7,27.1,0,—,7,—,7,78,0,22.9,0,25.3,0,45,0,2.6,0,—,7
262,32,19380307,17.0,—,7,26.7,0,—,7,—,7,86,0,22.5,0,25,0,45,0,2.4,0,—,7
263,32,19380307,24.0,—,7,—,7,23.4,0,28.8,0,—,7,—,7,—,7,—,7,—,7,—,7
264,32,19380308,7.0,—,7,23.7,0,—,7,—,7,90,0,19.7,0,22.6,0,65,0,1.6,0,—,7
265,32,19380308,12.0,—,7,27.3,0,—,7,—,7,86,0,21.7,0,24.8,0,65,0,3,0,—,7
266,32,19380308,17.0,—,7,26.5,0,—,7,—,7,88,0,22.6,0,25,0,65,0,2.6,0,—,7
267,32,19380308,24.0,—,7,—,7,23.6,0,30.1,0,—,7,—,7,—,7,—,7,—,7,—,7
268,32,19380309,7.0,—,7,24.4,0,—,7,—,7,90,0,20.4,0,23.2,0,65,0,2.4,0,—,7
269,32,19380309,12.0,—,7,26.5,0,—,7,—,7,80,0,22.6,0,25,0,65,0,3,0,—,7
270,32,19380309,17.0,—,7,26.9,0,—,7,—,7,86,0,22.8,0,25.2,0,65,0,2.8,0,—,7
271,32,19380309,24.0,—,7,—,7,23.8,0,29.1,0,—,7,—,7,—,7,—,7,—,7,—,7
272,32,19380310,7.0,—,7,23.7,0,—,7,—,7,94,0,20.5,0,23,0,65,0,2.6,0,—,7
273,32,19380310,12.0,—,7,27.1,0,—,7,—,7,88,0,23.9,0,25.8,0,65,0,4,0,—,7
274,32,19380310,17.0,—,7,23.2,0,—,7,—,7,96,0,20.4,0,22.8,0,65,0,3.4,0,—,7
275,32,19380310,24.0,—,7,—,7,21.5,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
276,32,19380311,7.0,—,7,24.9,0,—,7,—,7,94,0,22,0,24.2,0,65,0,2.8,0,—,7
277,32,19380311,12.0,—,7,27.9,0,—,7,—,7,90,0,25.1,0,26.6,0,65,0,3.8,0,—,7
278,32,19380311,17.0,—,7,26.3,0,—,7,—,7,91,0,23.1,0,25.2,0,65,0,3.2,0,—,7
279,32,19380311,24.0,—,7,—,7,27.6,0,28.9,0,—,7,—,7,—,7,—,7,—,7,—,7
280,32,19380312,7.0,—,7,24.5,0,—,7,—,7,90,0,20.5,0,23.3,0,65,0,2.6,0,—,7
281,32,19380312,12.0,—,7,28.2,0,—,7,—,7,90,0,22.8,0,25.6,0,65,0,3.4,0,—,7
282,32,19380312,17.0,—,7,25.7,0,—,7,—,7,83,0,20.4,0,23.6,0,65,0,3,0,—,7
283,32,19380312,24.0,—,7,—,7,24.6,0,28.8,0,—,7,—,7,—,7,—,7,—,7,—,7
284,32,19380313,7.0,—,7,25.3,0,—,7,—,7,86,0,20.6,0,23.6,0,65,0,2,0,—,7
285,32,19380313,12.0,—,7,28.7,0,—,7,—,7,80,0,21.7,0,25.2,0,65,0,2.6,0,—,7
286,32,19380313,17.0,—,7,27.1,0,—,7,—,7,80,0,21.5,0,24.6,0,45,0,2.8,0,—,7
287,32,19380313,24.0,—,7,—,7,25.5,0,28.8,0,—,7,—,7,—,7,—,7,—,7,—,7
288,32,19380314,7.0,—,7,24.7,0,—,7,—,7,84,0,19.5,0,22.8,0,65,0,3.2,0,—,7
289,32,19380314,12.0,—,7,27.7,0,—,7,—,7,74,0,22.3,0,25.2,0,65,0,3.2,0,—,7
290,32,19380314,17.0,—,7,27.4,0,—,7,—,7,78,0,21.3,0,24.6,0,65,0,3.8,0,—,7
291,32,19380314,24.0,—,7,—,7,23.4,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
292,32,19380315,7.0,—,7,23.2,0,—,7,—,7,89,0,18.9,0,22,0,65,0,1.8,0,—,7
293,32,19380315,12.0,—,7,26.3,0,—,7,—,7,80,0,22.1,0,24.7,0,65,0,3.6,0,—,7
294,32,19380315,17.0,—,7,25.4,0,—,7,—,7,84,0,20.2,0,23.4,0,65,0,2.8,0,—,7
295,32,19380315,24.0,—,7,—,7,22.2,0,28.9,0,—,7,—,7,—,7,—,7,—,7,—,7
296,32,19380316,7.0,—,7,23.5,0,—,7,—,7,94,0,20.3,0,22.8,0,65,0,2.4,0,—,7
297,32,19380316,12.0,—,7,26.9,0,—,7,—,7,87,0,22.2,0,24.9,0,65,0,3.8,0,—,7
298,32,19380316,17.0,—,7,26.5,0,—,7,—,7,86,0,22.2,0,24.8,0,65,0,3.4,0,—,7
299,32,19380316,24.0,—,7,—,7,23.2,0,27.8,0,—,7,—,7,—,7,—,7,—,7,—,7
300,32,19380317,7.0,—,7,24.2,0,—,7,—,7,88,0,19.8,0,22.8,0,65,0,2.4,0,—,7
301,32,19380317,12.0,—,7,28.1,0,—,7,—,7,84,0,22.5,0,25.4,0,65,0,3.6,0,—,7
302,32,19380317,17.0,—,7,26.8,0,—,7,—,7,84,0,22,0,24.8,0,65,0,3.6,0,—,7
303,32,19380317,24.0,—,7,—,7,23.5,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
304,32,19380318,7.0,—,7,24.9,0,—,7,—,7,89,0,20.9,0,23.6,0,65,0,2.8,0,—,7
305,32,19380318,12.0,—,7,29.4,0,—,7,—,7,79,0,24.6,0,26.8,0,65,0,4.2,0,—,7
306,32,19380318,17.0,—,7,27.5,0,—,7,—,7,82,0,22.4,0,25.2,0,65,0,3.8,0,—,7
307,32,19380318,24.0,—,7,—,7,24.5,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
308,32,19380319,7.0,—,7,24.9,0,—,7,—,7,86,0,20.1,0,23.2,0,65,0,2.8,0,—,7
309,32,19380319,12.0,—,7,28.7,0,—,7,—,7,81,0,23.7,0,26.2,0,65,0,4.2,0,—,7
310,32,19380319,17.0,—,7,28.1,0,—,7,—,7,82,0,23.3,0,25.8,0,65,0,3.6,0,—,7
311,32,19380319,24.0,—,7,—,7,24.2,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
312,32,19380320,7.0,—,7,24.7,0,—,7,—,7,89,0,20.6,0,23.4,0,65,0,3.4,0,—,7
313,32,19380320,12.0,—,7,28.1,0,—,7,—,7,81,0,23.7,0,26,0,65,0,4,0,—,7
314,32,19380320,17.0,—,7,27.3,0,—,7,—,7,85,0,22.9,0,25.4,0,65,0,4,0,—,7
315,32,19380320,24.0,—,7,—,7,24.8,0,30.1,0,—,7,—,7,—,7,—,7,—,7,—,7
316,32,19380321,7.0,—,7,25.4,0,—,7,—,7,85,0,20.6,0,23.6,0,65,0,1.4,0,—,7
317,32,19380321,12.0,—,7,28.7,0,—,7,—,7,84,0,23.2,0,26,0,65,0,4,0,—,7
318,32,19380321,17.0,—,7,27.5,0,—,7,—,7,81,0,22.2,0,25.1,0,65,0,3.2,0,—,7
319,32,19380321,24.0,—,7,—,7,22.6,0,29.1,0,—,7,—,7,—,7,—,7,—,7,—,7
320,32,19380322,7.0,—,7,23.7,0,—,7,—,7,91,0,19.9,0,22.7,0,65,0,2,0,—,7
321,32,19380322,12.0,—,7,28.5,0,—,7,—,7,80,0,23.4,0,26,0,65,0,4.2,0,—,7
322,32,19380322,17.0,—,7,26.9,0,—,7,—,7,85,0,22.4,0,25,0,65,0,3.8,0,—,7
323,32,19380322,24.0,—,7,—,7,23.4,0,29.1,0,—,7,—,7,—,7,—,7,—,7,—,7
324,32,19380323,7.0,—,7,24.7,0,—,7,—,7,88,0,20.4,0,23.3,0,65,0,2.8,0,—,7
325,32,19380323,12.0,—,7,28.5,0,—,7,—,7,81,0,23.9,0,26.2,0,65,0,4,0,—,7
326,32,19380323,17.0,—,7,27.3,0,—,7,—,7,85,0,22.9,0,25.4,0,65,0,3.6,0,—,7
327,32,19380323,24.0,—,7,—,7,22.8,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
328,32,19380324,7.0,—,7,24.1,0,—,7,—,7,92,0,20.6,0,23.2,0,65,0,2.6,0,—,7
329,32,19380324,12.0,—,7,27.9,0,—,7,—,7,82,0,23.6,0,25.9,0,65,0,3.4,0,—,7
330,32,19380324,17.0,—,7,26.3,0,—,7,—,7,88,0,22.3,0,24.8,0,65,0,3.6,0,—,7
331,32,19380324,24.0,—,7,—,7,23.8,0,28.9,0,—,7,—,7,—,7,—,7,—,7,—,7
332,32,19380325,7.0,—,7,24.4,0,—,7,—,7,88,0,20,0,23,0,65,0,—,7,—,7
333,32,19380325,12.0,—,7,28.9,0,—,7,—,7,84,0,24.4,0,26.6,0,65,0,3,0,—,7
334,32,19380325,17.0,—,7,27.5,0,—,7,—,7,87,0,23.6,0,25.8,0,65,0,2.6,0,—,7
335,32,19380325,24.0,—,7,—,7,24.4,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
336,32,19380326,7.0,—,7,24.7,0,—,7,—,7,87,0,20.2,0,23.2,0,65,0,2.8,0,—,7
337,32,19380326,12.0,—,7,27.7,0,—,7,—,7,83,0,23.1,0,25.6,0,65,0,3.2,0,—,7
338,32,19380326,17.0,—,7,26.9,0,—,7,—,7,86,0,22.8,0,25.2,0,65,0,2.8,0,—,7
339,32,19380326,24.0,—,7,—,7,24.1,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
340,32,19380327,7.0,—,7,25.3,0,—,7,—,7,87,0,20.8,0,23.7,0,65,0,2.2,0,—,7
341,32,19380327,12.0,—,7,28.4,0,—,7,—,7,84,0,23.9,0,26.2,0,65,0,3,0,—,7
342,32,19380327,17.0,—,7,26.9,0,—,7,—,7,90,0,23.6,0,25.6,0,65,0,3.4,0,—,7
343,32,19380327,24.0,—,7,—,7,24.5,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
344,32,19380328,7.0,—,7,25.6,0,—,7,—,7,92,0,22.4,0,24.6,0,65,0,3.2,0,—,7
345,32,19380328,12.0,—,7,27.1,0,—,7,—,7,83,0,23.9,0,25.8,0,65,0,3.8,0,—,7
346,32,19380328,17.0,—,7,26.3,0,—,7,—,7,93,0,23.6,0,25.4,0,65,0,2.4,0,—,7
347,32,19380328,24.0,—,7,—,7,25.6,0,27.9,0,—,7,—,7,—,7,—,7,—,7,—,7
348,32,19380329,7.0,—,7,26.1,0,—,7,—,7,90,0,22.5,0,24.8,0,65,0,2.8,0,—,7
349,32,19380329,12.0,—,7,28.7,0,—,7,—,7,90,0,—,7,27.2,0,65,0,4,0,—,7
350,32,19380329,17.0,—,7,27.7,0,—,7,—,7,90,0,24.8,0,26.4,0,65,0,3,0,—,7
351,32,19380329,24.0,—,7,—,7,25.7,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
352,32,19380330,7.0,—,7,25.5,0,—,7,—,7,94,0,22.8,0,24.8,0,65,0,1.8,0,—,7
353,32,19380330,12.0,—,7,28.5,0,—,7,—,7,—,7,—,7,28.2,0,65,0,4,0,—,7
354,32,19380330,17.0,—,7,27.9,0,—,7,—,7,90,0,25.1,0,26.6,0,65,0,—,7,—,7
355,32,19380330,24.0,—,7,—,7,25.6,0,28.8,0,—,7,—,7,—,7,—,7,—,7,—,7
356,32,19380331,7.0,—,7,25.3,0,—,7,—,7,90,0,21.4,0,24,0,65,0,2.4,0,—,7
357,32,19380331,12.0,—,7,28.3,0,—,7,—,7,—,7,—,7,27,0,65,0,3.4,0,—,7
358,32,19380331,17.0,—,7,26.5,0,—,7,—,7,89,0,23,0,25.2,0,45,0,2.4,0,—,7
359,32,19380331,24.0,—,7,—,7,25,0,28.8,0,—,7,—,7,—,7,—,7,—,7,—,7
360,32,19380401,7.0,—,7,25.1,0,—,7,—,7,89,0,21.1,0,23.8,0,65,0,3.2,0,—,7
361,32,19380401,12.0,—,7,27.9,0,—,7,—,7,90,0,25.1,0,26.6,0,65,0,4,0,—,7
362,32,19380401,17.0,—,7,26.1,0,—,7,—,7,91,0,22.9,0,25,0,65,0,3.6,0,—,7
363,32,19380401,24.0,—,7,—,7,24.7,0,28.6,0,—,7,—,7,—,7,—,7,—,7,—,7
364,32,19380402,7.0,—,7,24.7,0,—,7,—,7,89,0,20.6,0,23.4,0,65,0,2.8,0,—,7
365,32,19380402,12.0,—,7,27.7,0,—,7,—,7,90,0,24.8,0,26.4,0,65,0,4.4,0,—,7
366,32,19380402,17.0,—,7,27.1,0,—,7,—,7,90,0,25.9,0,25.8,0,65,0,4.4,0,—,7
367,32,19380402,24.0,—,7,—,7,24.2,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
368,32,19380403,7.0,—,7,25.2,0,—,7,—,7,92,0,21.8,0,24.2,0,65,0,3.2,0,—,7
369,32,19380403,12.0,—,7,29.7,0,—,7,—,7,—,7,—,7,27.4,0,65,0,4.2,0,—,7
370,32,19380403,17.0,—,7,27,0,—,7,—,7,91,0,24.3,0,26,0,65,0,3.8,0,—,7
371,32,19380403,24.0,—,7,—,7,24.7,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
372,32,19380404,7.0,—,7,24.9,0,—,7,—,7,93,0,21.6,0,24,0,65,0,3.2,0,—,7
373,32,19380404,12.0,—,7,29.1,0,—,7,—,7,—,7,—,7,27.2,0,65,0,4.2,0,—,7
374,32,19380404,17.0,—,7,27.5,0,—,7,—,7,76,0,23.2,0,26.2,0,65,0,3.6,0,—,7
375,32,19380404,24.0,—,7,—,7,24.6,0,29.7,0,—,7,—,7,—,7,—,7,—,7,—,7
376,32,19380405,7.0,—,7,25.3,0,—,7,—,7,84,0,20.2,0,23.4,0,65,0,3.2,0,—,7
377,32,19380405,12.0,—,7,28.3,0,—,7,—,7,72,0,20.7,0,24.6,0,65,0,3.8,0,—,7
378,32,19380405,17.0,—,7,26.3,0,—,7,—,7,83,0,21.2,0,24.2,0,65,0,3.4,0,—,7
379,32,19380405,24.0,—,7,—,7,24.7,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
380,32,19380406,7.0,—,7,25.1,0,—,7,—,7,84,0,20,0,23.2,0,65,0,2.2,0,—,7
381,32,19380406,12.0,—,7,27.5,0,—,7,—,7,80,0,21.6,0,24.8,0,65,0,3.6,0,—,7
382,32,19380406,17.0,—,7,26.7,0,—,7,—,7,82,0,21.3,0,24.4,0,65,0,3.2,0,—,7
383,32,19380406,24.0,—,7,—,7,24.8,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
384,32,19380407,7.0,—,7,25.1,0,—,7,—,7,85,0,20.2,0,23.3,0,65,0,3,0,—,7
385,32,19380407,12.0,—,7,29.1,0,—,7,—,7,76,0,22.7,0,25.8,0,65,0,4,0,—,7
386,32,19380407,17.0,—,7,27.5,0,—,7,—,7,80,0,22,0,25,0,65,0,3.8,0,—,7
387,32,19380407,24.0,—,7,—,7,23.7,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
388,32,19380408,7.0,—,7,25.5,0,—,7,—,7,85,0,20.5,0,23.6,0,65,0,3,0,—,7
389,32,19380408,12.0,—,7,28.7,0,—,7,—,7,81,0,23.7,0,26.2,0,65,0,4,0,—,7
390,32,19380408,17.0,—,7,27.4,0,—,7,—,7,86,0,23.3,0,25.6,0,65,0,3.4,0,—,7
391,32,19380408,24.0,—,7,—,7,25.2,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
392,32,19380409,7.0,—,7,25.7,0,—,7,—,7,86,0,21.1,0,24,0,65,0,4.4,0,—,7
393,32,19380409,12.0,—,7,30.7,0,—,7,—,7,—,7,—,7,28,0,65,0,4,0,—,7
394,32,19380409,17.0,—,7,28.9,0,—,7,—,7,74,0,22,0,25.4,0,65,0,4.6,0,—,7
395,32,19380409,24.0,—,7,—,7,25.2,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
396,32,19380410,7.0,—,7,25.9,0,—,7,—,7,88,0,21.8,0,24.4,0,65,0,3.2,0,—,7
397,32,19380410,12.0,—,7,29.3,0,—,7,—,7,—,7,—,7,27.2,0,65,0,3.8,0,—,7
398,32,19380410,17.0,—,7,26.9,0,—,7,—,7,90,0,23.6,0,25.6,0,65,0,4,0,—,7
399,32,19380410,24.0,—,7,—,7,28,0,30.1,0,—,7,—,7,—,7,—,7,—,7,—,7
400,32,19380411,7.0,—,7,26,0,—,7,—,7,90,0,22.5,0,24.8,0,65,0,3.6,0,—,7
401,32,19380411,12.0,—,7,30.7,0,—,7,—,7,—,7,—,7,28,0,65,0,3.8,0,—,7
402,32,19380411,17.0,—,7,28.1,0,—,7,—,7,87,0,24.5,0,26.4,0,65,0,3.8,0,—,7
403,32,19380411,24.0,—,7,—,7,25.6,0,32,0,—,7,—,7,—,7,—,7,—,7,—,7
404,32,19380412,7.0,—,7,25.9,0,—,7,—,7,86,0,21.4,0,24.2,0,65,0,3.6,0,—,7
405,32,19380412,12.0,—,7,29.5,0,—,7,—,7,—,7,—,7,27.2,0,65,0,4,0,—,7
406,32,19380412,17.0,—,7,27.5,0,—,7,—,7,69,0,18.9,0,23.4,0,65,0,3.8,0,—,7
407,32,19380412,24.0,—,7,—,7,25.7,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
408,32,19380413,7.0,—,7,25.7,0,—,7,—,7,86,0,21.1,0,24,0,65,0,2.8,0,—,7
409,32,19380413,12.0,—,7,28.5,0,—,7,—,7,87,0,25.1,0,26.8,0,65,0,4,0,—,7
410,32,19380413,17.0,—,7,27.7,0,—,7,—,7,85,0,23.5,0,25.8,0,65,0,3.6,0,—,7
411,32,19380413,24.0,—,7,—,7,25,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
412,32,19380414,7.0,—,7,25.6,0,—,7,—,7,85,0,20.8,0,23.8,0,65,0,2,0,—,7
413,32,19380414,12.0,—,7,29.7,0,—,7,—,7,—,7,—,7,27,0,65,0,3.6,0,—,7
414,32,19380414,17.0,—,7,27.7,0,—,7,—,7,85,0,23.5,0,25.8,0,65,0,2.8,0,—,7
415,32,19380414,24.0,—,7,—,7,24.7,0,31.1,0,—,7,—,7,—,7,—,7,—,7,—,7
416,32,19380415,7.0,—,7,26.1,0,—,7,—,7,86,0,21.7,0,24.4,0,65,0,2.4,0,—,7
417,32,19380415,12.0,—,7,29.5,0,—,7,—,7,—,7,—,7,27.2,0,45,0,2,0,—,7
418,32,19380415,17.0,—,7,28,0,—,7,—,7,86,0,24.2,0,26.2,0,45,0,2.4,0,—,7
419,32,19380415,24.0,—,7,—,7,26,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
420,32,19380416,7.0,—,7,25.4,0,—,7,—,7,89,0,21.3,0,24,0,65,0,2.4,0,—,7
421,32,19380416,12.0,—,7,28.5,0,—,7,—,7,84,0,24.3,0,26.4,0,65,0,2.6,0,—,7
422,32,19380416,17.0,—,7,27.3,0,—,7,—,7,90,0,24.2,0,26,0,65,0,3,0,—,7
423,32,19380416,24.0,—,7,—,7,23.8,0,30.5,0,—,7,—,7,—,7,—,7,—,7,—,7
424,32,19380417,7.0,—,7,26.1,0,—,7,—,7,83,0,20.9,0,24,0,65,0,3,0,—,7
425,32,19380417,12.0,—,7,28.1,0,—,7,—,7,88,0,25,0,26.6,0,65,0,3.6,0,—,7
426,32,19380417,17.0,—,7,26.5,0,—,7,—,7,91,0,23.4,0,25.4,0,65,0,3.4,0,—,7
427,32,19380417,24.0,—,7,—,7,26.2,0,29.2,0,—,7,—,7,—,7,—,7,—,7,—,7
428,32,19380418,7.0,—,7,26.7,0,—,7,—,7,85,0,22.1,0,24.8,0,45,0,2.6,0,—,7
429,32,19380418,12.0,—,7,27.9,0,—,7,—,7,85,0,23.8,0,26,0,45,0,3.4,0,—,7
430,32,19380418,17.0,—,7,27.1,0,—,7,—,7,83,0,22.2,0,25,0,45,0,3,0,—,7
431,32,19380418,24.0,—,7,—,7,26.4,0,28.7,0,—,7,—,7,—,7,—,7,—,7,—,7
432,32,19380419,7.0,—,7,25.5,0,—,7,—,7,93,0,22.4,0,24.6,0,65,0,2.4,0,—,7
433,32,19380419,12.0,—,7,29.7,0,—,7,—,7,75,0,23.1,0,26.2,0,65,0,3.2,0,—,7
434,32,19380419,17.0,—,7,27.3,0,—,7,—,7,82,0,22.1,0,25,0,65,0,3,0,—,7
435,32,19380419,24.0,—,7,—,7,25.7,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
436,32,19380420,7.0,—,7,25.7,0,—,7,—,7,81,0,19.8,0,23.3,0,65,0,3,0,—,7
437,32,19380420,12.0,—,7,28.9,0,—,7,—,7,74,0,22,0,25.4,0,65,0,3.4,0,—,7
438,32,19380420,17.0,—,7,27.1,0,—,7,—,7,82,0,21.8,0,24.8,0,65,0,3.4,0,—,7
439,32,19380420,24.0,—,7,—,7,25.4,0,29.6,0,—,7,—,7,—,7,—,7,—,7,—,7
440,32,19380421,7.0,—,7,24.7,0,—,7,—,7,91,0,21,0,23.6,0,65,0,3.6,0,—,7
441,32,19380421,12.0,—,7,29.1,0,—,7,—,7,76,0,22.7,0,25.8,0,65,0,4.2,0,—,7
442,32,19380421,17.0,—,7,26.9,0,—,7,—,7,86,0,22.8,0,25.2,0,65,0,3.4,0,—,7
443,32,19380421,24.0,—,7,—,7,24.1,0,29.4,0,—,7,—,7,—,7,—,7,—,7,—,7
444,32,19380422,7.0,—,7,25.7,0,—,7,—,7,88,0,21.5,0,24.2,0,65,0,3,0,—,7
445,32,19380422,12.0,—,7,29.3,0,—,7,—,7,81,0,24.6,0,26.8,0,65,0,4,0,—,7
446,32,19380422,17.0,—,7,27,0,—,7,—,7,84,0,22.3,0,25,0,65,0,3.4,0,—,7
447,32,19380422,24.0,—,7,—,7,24.8,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
448,32,19380423,7.0,—,7,25.9,0,—,7,—,7,84,0,20.8,0,23.9,0,65,0,3.2,0,—,7
449,32,19380423,12.0,—,7,29.1,0,—,7,—,7,81,0,24.3,0,26.6,0,65,0,4.2,0,—,7
450,32,19380423,17.0,—,7,27.3,0,—,7,—,7,83,0,22.5,0,25.2,0,65,0,3,0,—,7
451,32,19380423,24.0,—,7,—,7,25.7,0,30.1,0,—,7,—,7,—,7,—,7,—,7,—,7
452,32,19380424,7.0,—,7,27.1,0,—,7,—,7,86,0,23.1,0,25.4,0,65,0,3.6,0,—,7
453,32,19380424,12.0,—,7,28.9,0,—,7,—,7,81,0,24,0,26.4,0,65,0,3.8,0,—,7
454,32,19380424,17.0,—,7,27.7,0,—,7,—,7,84,0,23.1,0,25.6,0,65,0,—,7,—,7
455,32,19380424,24.0,—,7,—,7,25.9,0,29.4,0,—,7,—,7,—,7,—,7,—,7,—,7
456,32,19380425,7.0,—,7,25.5,0,—,7,—,7,90,0,21.7,0,24.2,0,65,0,2.8,0,—,7
457,32,19380425,12.0,—,7,29.5,0,—,7,—,7,77,0,23.7,0,26.4,0,65,0,3.8,0,—,7
458,32,19380425,17.0,—,7,27.4,0,—,7,—,7,84,0,22.9,0,25.4,0,65,0,3.2,0,—,7
459,32,19380425,24.0,—,7,—,7,24.7,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
460,32,19380426,7.0,—,7,25.9,0,—,7,—,7,85,0,21,0,24,0,65,0,2.8,0,—,7
461,32,19380426,12.0,—,7,29.1,0,—,7,—,7,81,0,24.3,0,26.6,0,65,0,3.4,0,—,7
462,32,19380426,17.0,—,7,27.7,0,—,7,—,7,85,0,23.5,0,25.8,0,65,0,3.4,0,—,7
463,32,19380426,24.0,—,7,—,7,26,0,30.2,0,—,7,—,7,—,7,—,7,—,7,—,7
464,32,19380427,7.0,—,7,23.3,0,—,7,—,7,94,0,20,0,22.6,0,65,0,2.4,0,—,7
465,32,19380427,12.0,—,7,27.7,0,—,7,—,7,85,0,23.5,0,25.8,0,65,0,3.4,0,—,7
466,32,19380427,17.0,—,7,26.7,0,—,7,—,7,90,0,23.3,0,25.4,0,65,0,3,0,—,7
467,32,19380427,24.0,—,7,—,7,22.3,0,29.1,0,—,7,—,7,—,7,—,7,—,7,—,7
468,32,19380428,7.0,—,7,25.9,0,—,7,—,7,88,0,21.8,0,24.4,0,65,0,3.2,0,—,7
469,32,19380428,12.0,—,7,29.1,0,—,7,—,7,—,7,—,7,27.2,0,65,0,4.4,0,—,7
470,32,19380428,17.0,—,7,27.3,0,—,7,—,7,98,0,23.8,0,25.8,0,65,0,3.6,0,—,7
471,32,19380428,24.0,—,7,—,7,24,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
472,32,19380429,7.0,—,7,24.3,0,—,7,—,7,92,0,20.9,0,23.4,0,65,0,—,7,—,7
473,32,19380429,12.0,—,7,27.9,0,—,7,—,7,88,0,24.7,0,26.4,0,65,0,—,7,—,7
474,32,19380429,17.0,—,7,26.2,0,—,7,—,7,90,0,22.8,0,25,0,45,0,2.8,0,—,7
475,32,19380429,24.0,—,7,—,7,23.8,0,29.9,0,—,7,—,7,—,7,—,7,—,7,—,7
476,32,19380430,7.0,—,7,26.3,0,—,7,—,7,89,0,22.7,0,25,0,65,0,2.4,0,—,7
477,32,19380430,12.0,—,7,28.3,0,—,7,—,7,85,0,24.4,0,26.4,0,65,0,3.8,0,—,7
478,32,19380430,17.0,—,7,27.5,0,—,7,—,7,91,0,24.9,0,26.4,0,65,0,3.4,0,—,7
479,32,19380430,24.0,—,7,—,7,26.4,0,28.8,0,—,7,—,7,—,7,—,7,—,7,—,7
480,32,19380501,7.0,—,7,26.4,0,—,7,—,7,89,0,22.7,0,25,0,65,0,3.8,0,—,7
