,Stn,Datum,Tijd,P,qP,T,qT,Tn,qTn,Tx,qTx,U,qU,Ed,qEd,Tw,qTw,D,qD,F,qF,N,qN
239,32,19390301,24.0,—,7,—,7,21.6,0,27.9,0,—,7,—,7,—,7,—,7,—,7,—,7
240,32,19390302,7.0,—,7,24.5,0,—,7,—,7,73,0,16.7,0,21.2,0,45,0,2.6,0,3,0
241,32,19390302,12.0,—,7,25.9,0,—,7,—,7,70,0,17,0,22,0,45,0,4.2,0,7,0
242,32,19390302,17.0,—,7,26.9,0,—,7,—,7,68,0,17.7,0,22.6,0,45,0,3.6,0,3,0
243,32,19390302,24.0,—,7,—,7,21.2,0,26.9,0,—,7,—,7,—,7,—,7,—,7,—,7
244,32,19390303,7.0,—,7,24.5,0,—,7,—,7,83,0,18.9,0,22.4,0,45,0,—,7,2,0
245,32,19390303,12.0,—,7,28.9,0,—,7,—,7,62,0,18.4,0,23.6,0,45,0,—,7,4,0
246,32,19390303,17.0,—,7,27.3,0,—,7,—,7,69,0,18.6,0,23.2,0,45,0,—,7,3,0
247,32,19390303,24.0,—,7,—,7,22.4,0,28.9,0,—,7,—,7,—,7,—,7,—,7,—,7
248,32,19390304,7.0,—,7,24.1,0,—,7,—,7,88,0,19.5,0,22.6,0,45,0,3.4,0,6,0
249,32,19390304,12.0,—,7,29.4,0,—,7,—,7,58,0,17.7,0,23.4,0,45,0,4.2,0,8,0
250,32,19390304,17.0,—,7,27.3,0,—,7,—,7,68,0,18.2,0,23,0,45,0,4.2,0,5,0
251,32,19390304,24.0,—,7,—,7,22.6,0,29.4,0,—,7,—,7,—,7,—,7,—,7,—,7
252,32,19390305,7.0,—,7,24.9,0,—,7,—,7,78,0,18.2,0,22.2,0,45,0,3.4,0,2,0
253,32,19390305,12.0,—,7,28.9,0,—,7,—,7,62,0,18.4,0,23.6,0,45,0,4.6,0,4,0
254,32,19390305,17.0,—,7,27.3,0,—,7,—,7,69,0,18.6,0,23.2,0,45,0,4.6,0,2,0
255,32,19390305,24.0,—,7,—,7,22.2,0,28.9,0,—,7,—,7,—,7,—,7,—,7,—,7
256,32,19390306,7.0,—,7,24.1,0,—,7,—,7,78,0,17.3,0,21.4,0,45,0,4,0,6,0
257,32,19390306,12.0,—,7,27.5,0,—,7,—,7,61,0,16.6,0,22.2,0,45,0,4.2,0,3,0
258,32,19390306,17.0,—,7,27.1,0,—,7,—,7,62,0,16.5,0,22,0,45,0,4,0,1,0
259,32,19390306,24.0,—,7,—,7,21.4,0,27.5,0,—,7,—,7,—,7,—,7,—,7,—,7
260,32,19390307,7.0,—,7,24.7,0,—,7,—,7,81,0,18.7,0,22.4,0,45,0,3.2,0,2,0
261,32,19390307,12.0,—,7,28.7,0,—,7,—,7,56,0,16.3,0,22.4,0,45,0,4.1,0,3,0
262,32,19390307,17.0,—,7,26.5,0,—,7,—,7,67,0,17.3,0,22.7,0,45,0,4.6,0,3,0
263,32,19390307,24.0,—,7,—,7,22.2,0,28.7,0,—,7,—,7,—,7,—,7,—,7,—,7
264,32,19390308,7.0,—,7,24.7,0,—,7,—,7,72,0,16.6,0,21.2,0,45,0,3.2,0,4,0
265,32,19390308,12.0,—,7,26.9,0,—,7,—,7,61,0,15.9,0,21.6,0,25,0,3.8,0,6,0
266,32,19390308,17.0,—,7,26.3,0,—,7,—,7,63,0,15.9,0,21.4,0,45,0,4.3,0,2,0
267,32,19390308,24.0,—,7,—,7,21.2,0,26.9,0,—,7,—,7,—,7,—,7,—,7,—,7
268,32,19390309,7.0,—,7,24.1,0,—,7,—,7,73,0,16.2,0,20.8,0,65,0,3.1,0,3,0
269,32,19390309,12.0,—,7,29.3,0,—,7,—,7,51,0,15.5,0,22.4,0,45,0,3.7,0,2,0
270,32,19390309,17.0,—,7,23.7,0,—,7,—,7,81,0,17.5,0,21.4,0,25,0,2,0,6,0
271,32,19390309,24.0,—,7,—,7,20.8,0,29.3,0,—,7,—,7,—,7,—,7,—,7,—,7
272,32,19390310,7.0,—,7,23.5,0,—,7,—,7,76,0,16.3,0,20.6,0,45,0,2.6,0,8,0
273,32,19390310,12.0,—,7,25.3,0,—,7,—,7,62,0,14.8,0,20.4,0,45,0,3.1,0,6,0
274,32,19390310,17.0,—,7,26.5,0,—,7,—,7,66,0,16.9,0,22,0,25,0,2.8,0,3,0
275,32,19390310,24.0,—,7,—,7,20.4,0,26.5,0,—,7,—,7,—,7,—,7,—,7,—,7
276,32,19390311,7.0,—,7,24.5,0,—,7,—,7,72,0,16.4,0,21,0,45,0,3.4,0,4,0
277,32,19390311,12.0,—,7,27.5,0,—,7,—,7,57,0,15.6,0,21.6,0,45,0,3.9,0,4,0
278,32,19390311,17.0,—,7,26.1,0,—,7,—,7,67,0,16.8,0,21.8,0,25,0,3.2,0,2,0
279,32,19390311,24.0,—,7,—,7,21,0,27.5,0,—,7,—,7,—,7,—,7,—,7,—,7
280,32,19390312,7.0,—,7,25.1,0,—,7,—,7,72,0,17,0,21.6,0,45,0,3.8,0,3,0
281,32,19390312,12.0,—,7,24.3,0,—,7,—,7,83,0,18.6,0,22.2,0,45,0,3.6,0,4,0
282,32,19390312,17.0,—,7,26.5,0,—,7,—,7,66,0,16.9,0,22,0,25,0,4.4,0,2,0
283,32,19390312,24.0,—,7,—,7,21.6,0,26.5,0,—,7,—,7,—,7,—,7,—,7,—,7
284,32,19390313,7.0,—,7,24.5,0,—,7,—,7,80,0,18.1,0,22,0,45,0,2.8,0,4,0
285,32,19390313,12.0,—,7,28.3,0,—,7,—,7,65,0,18.4,0,23.4,0,65,0,4.8,0,4,0
286,32,19390313,17.0,—,7,26.4,0,—,7,—,7,66,0,16.8,0,21.9,0,25,0,4.1,0,3,0
287,32,19390313,24.0,—,7,—,7,21.9,0,28.3,0,—,7,—,7,—,7,—,7,—,7,—,7
288,32,19390314,7.0,—,7,25.3,0,—,7,—,7,77,0,18.4,0,22.4,0,45,0,4,0,7,0
289,32,19390314,12.0,—,7,28.7,0,—,7,—,7,61,0,17.8,0,23.2,0,45,0,5,0,6,0
290,32,19390314,17.0,—,7,27.3,0,—,7,—,7,68,0,18.2,0,23,0,45,0,4.8,0,1,0
291,32,19390314,24.0,—,7,—,7,26.2,0,30.9,0,—,7,—,7,—,7,—,7,—,7,—,7
292,32,19390315,7.0,—,7,25,0,—,7,—,7,70,0,16.4,0,21.2,0,65,0,4.4,0,2,0
293,32,19390315,12.0,—,7,28.7,0,—,7,—,7,61,0,17.8,0,23.2,0,65,0,4,0,4,0
294,32,19390315,17.0,—,7,27.1,0,—,7,—,7,72,0,19.1,0,23.4,0,65,0,3.4,0,1,0
295,32,19390315,24.0,—,7,—,7,26,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
296,32,19390316,7.0,—,7,24.7,0,—,7,—,7,70,0,16.9,0,21.4,0,65,0,3.4,0,2,0
297,32,19390316,12.0,—,7,28.3,0,—,7,—,7,65,0,18.4,0,23.4,0,65,0,4.4,0,4,0
298,32,19390316,17.0,—,7,27.5,0,—,7,—,7,67,0,18.1,0,23,0,65,0,4.2,0,2,0
299,32,19390316,24.0,—,7,—,7,25.5,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
300,32,19390317,7.0,—,7,24.7,0,—,7,—,7,72,0,16.6,0,21.2,0,65,0,4.2,0,2,0
301,32,19390317,12.0,—,7,28.5,0,—,7,—,7,62,0,17.9,0,23.2,0,65,0,4.2,0,5,0
302,32,19390317,17.0,—,7,26.7,0,—,7,—,7,72,0,18.6,0,23,0,65,0,3.8,0,4,0
303,32,19390317,24.0,—,7,—,7,25.4,0,30.9,0,—,7,—,7,—,7,—,7,—,7,—,7
304,32,19390318,7.0,—,7,24.9,0,—,7,—,7,73,0,17.2,0,21.6,0,65,0,—,7,2,0
305,32,19390318,12.0,—,7,28.1,0,—,7,—,7,65,0,18.1,0,23.2,0,65,0,—,7,4,0
306,32,19390318,17.0,—,7,26.5,0,—,7,—,7,74,0,19.1,0,23.2,0,65,0,—,7,4,0
307,32,19390318,24.0,—,7,—,7,24.9,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
308,32,19390319,7.0,—,7,24.5,0,—,7,—,7,80,0,18.1,0,22,0,65,0,—,7,3,0
309,32,19390319,12.0,—,7,27.7,0,—,7,—,7,65,0,17.8,0,22.9,0,65,0,—,7,4,0
310,32,19390319,17.0,—,7,26.7,0,—,7,—,7,72,0,18.6,0,23,0,65,0,—,7,5,0
311,32,19390319,24.0,—,7,—,7,25.2,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
312,32,19390320,7.0,—,7,24.7,0,—,7,—,7,73,0,16.9,0,21.4,0,65,0,—,7,2,0
313,32,19390320,12.0,—,7,28.3,0,—,7,—,7,65,0,18.4,0,23.4,0,65,0,—,7,4,0
314,32,19390320,17.0,—,7,26.6,0,—,7,—,7,77,0,19.8,0,23.6,0,65,0,—,7,4,0
315,32,19390320,24.0,—,7,—,7,24.8,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
316,32,19390321,7.0,—,7,24.1,0,—,7,—,7,79,0,17.7,0,21.6,0,90,0,—,7,2,0
317,32,19390321,12.0,—,7,27.3,0,—,7,—,7,68,0,18.2,0,23,0,65,0,—,7,5,0
318,32,19390321,17.0,—,7,27.5,0,—,7,—,7,63,0,17,0,22.4,0,65,0,—,7,2,0
319,32,19390321,24.0,—,7,—,7,24.6,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
320,32,19390322,7.0,—,7,24.1,0,—,7,—,7,78,0,17.3,0,21.4,0,65,0,—,7,3,0
321,32,19390322,12.0,—,7,28.7,0,—,7,—,7,62,0,18.1,0,23.4,0,65,0,—,7,5,0
322,32,19390322,17.0,—,7,27.3,0,—,7,—,7,65,0,17.5,0,22.6,0,65,0,—,7,4,0
323,32,19390322,24.0,—,7,—,7,24.8,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
324,32,19390323,7.0,—,7,24,0,—,7,—,7,77,0,17,0,21.2,0,65,0,—,7,2,0
325,32,19390323,12.0,—,7,28.7,0,—,7,—,7,56,0,16.3,0,22.4,0,45,0,—,7,2,0
326,32,19390323,17.0,—,7,27.3,0,—,7,—,7,64,0,17.1,0,22.4,0,45,0,—,7,1,0
327,32,19390323,24.0,—,7,—,7,24.6,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
328,32,19390324,7.0,—,7,24.3,0,—,7,—,7,70,0,15.8,0,20.6,0,45,0,—,7,3,0
329,32,19390324,12.0,—,7,28.7,0,—,7,—,7,54,0,15.5,0,22,0,45,0,—,7,2,0
330,32,19390324,17.0,—,7,26.7,0,—,7,—,7,66,0,17.1,0,22.2,0,45,0,—,7,3,0
331,32,19390324,24.0,—,7,—,7,24.5,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
332,32,19390325,7.0,—,7,24.7,0,—,7,—,7,78,0,18,0,22,0,45,0,—,7,4,0
333,32,19390325,12.0,—,7,29.4,0,—,7,—,7,52,0,15.8,0,22.4,0,45,0,—,7,4,0
334,32,19390325,17.0,—,7,26.7,0,—,7,—,7,66,0,17.1,0,22.2,0,45,0,—,7,3,0
335,32,19390325,24.0,—,7,—,7,25,0,30.3,0,—,7,—,7,—,7,—,7,—,7,—,7
336,32,19390326,7.0,—,7,25.1,0,—,7,—,7,77,0,18.1,0,22.2,0,45,0,—,7,4,0
337,32,19390326,12.0,—,7,28.3,0,—,7,—,7,52,0,17.6,0,23,0,45,0,—,7,3,0
338,32,19390326,17.0,—,7,27.1,0,—,7,—,7,68,0,18.2,0,22.9,0,45,0,—,7,3,0
339,32,19390326,24.0,—,7,—,7,25.4,0,27.4,0,—,7,—,7,—,7,—,7,—,7,—,7
340,32,19390327,7.0,—,7,25.1,0,—,7,—,7,71,0,16.7,0,21.4,0,65,0,—,7,2,0
341,32,19390327,12.0,—,7,28.9,0,—,7,—,7,56,0,16.5,0,22.6,0,65,0,—,7,3,0
342,32,19390327,17.0,—,7,28.1,0,—,7,—,7,58,0,16.3,0,22.2,0,65,0,—,7,2,0
343,32,19390327,24.0,—,7,—,7,25.5,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
344,32,19390328,7.0,—,7,24.8,0,—,7,—,7,78,0,18.1,0,22.1,0,65,0,—,7,3,0
345,32,19390328,12.0,—,7,28.7,0,—,7,—,7,55,0,16.1,0,22.3,0,65,0,—,7,4,0
346,32,19390328,17.0,—,7,26.6,0,—,7,—,7,68,0,17.6,0,22.4,0,65,0,—,7,3,0
347,32,19390328,24.0,—,7,—,7,25,0,30.2,0,—,7,—,7,—,7,—,7,—,7,—,7
348,32,19390329,7.0,—,7,25.7,0,—,7,—,7,70,0,17.2,0,21.9,0,65,0,—,7,2,0
349,32,19390329,12.0,—,7,29.1,0,—,7,—,7,54,0,16,0,22.4,0,65,0,—,7,2,0
350,32,19390329,17.0,—,7,26.9,0,—,7,—,7,70,0,18.5,0,23,0,45,0,—,7,3,0
351,32,19390329,24.0,—,7,—,7,25.4,0,31.5,0,—,7,—,7,—,7,—,7,—,7,—,7
352,32,19390330,7.0,—,7,25.3,0,—,7,—,7,72,0,17.3,0,21.8,0,45,0,—,7,2,0
353,32,19390330,12.0,—,7,29.1,0,—,7,—,7,58,0,17.5,0,23.2,0,45,0,—,7,5,0
354,32,19390330,17.0,—,7,27.1,0,—,7,—,7,66,0,17.6,0,22.6,0,45,0,—,7,4,0
355,32,19390330,24.0,—,7,—,7,24.8,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
356,32,19390331,7.0,—,7,24.2,0,—,7,—,7,83,0,18.7,0,22.2,0,65,0,—,7,4,0
357,32,19390331,12.0,—,7,29.3,0,—,7,—,7,59,0,17.8,0,23.4,0,65,0,—,7,3,0
358,32,19390331,17.0,—,7,27.3,0,—,7,—,7,65,0,17.5,0,22.6,0,65,0,—,7,5,0
359,32,19390331,24.0,—,7,—,7,26.4,0,29.7,0,—,7,—,7,—,7,—,7,—,7,—,7
360,32,19390401,7.0,—,7,24.1,0,—,7,—,7,79,0,17.7,0,21.6,0,65,0,—,7,3,0
361,32,19390401,12.0,—,7,29.5,0,—,7,—,7,51,0,15.8,0,22.4,0,65,0,—,7,5,0
362,32,19390401,17.0,—,7,27.1,0,—,7,—,7,64,0,16.9,0,22.2,0,45,0,—,7,4,0
363,32,19390401,24.0,—,7,—,7,24.8,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
364,32,19390402,7.0,—,7,24.9,0,—,7,—,7,78,0,18.2,0,22.2,0,65,0,—,7,3,0
365,32,19390402,12.0,—,7,29.3,0,—,7,—,7,56,0,17,0,23,0,65,0,—,7,3,0
366,32,19390402,17.0,—,7,29.5,0,—,7,—,7,53,0,16.1,0,22.6,0,45,0,—,7,3,0
367,32,19390402,24.0,—,7,—,7,27,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
368,32,19390403,7.0,—,7,25.1,0,—,7,—,7,72,0,17,0,21.6,0,65,0,—,7,2,0
369,32,19390403,12.0,—,7,29.3,0,—,7,—,7,54,0,16.3,0,22.6,0,65,0,—,7,2,0
370,32,19390403,17.0,—,7,27.3,0,—,7,—,7,65,0,17.5,0,22.6,0,65,0,—,7,4,0
371,32,19390403,24.0,—,7,—,7,25.8,0,31.2,0,—,7,—,7,—,7,—,7,—,7,—,7
372,32,19390404,7.0,—,7,25.4,0,—,7,—,7,74,0,17.7,0,22.1,0,65,0,—,7,3,0
373,32,19390404,12.0,—,7,29.7,0,—,7,—,7,57,0,17.5,0,23.4,0,65,0,—,7,3,0
374,32,19390404,17.0,—,7,27.5,0,—,7,—,7,71,0,19.3,0,23.6,0,65,0,—,7,2,0
375,32,19390404,24.0,—,7,—,7,25.2,0,31.4,0,—,7,—,7,—,7,—,7,—,7,—,7
376,32,19390405,7.0,—,7,25.3,0,—,7,—,7,78,0,18.7,0,22.6,0,45,0,—,7,2,0
377,32,19390405,12.0,—,7,28.7,0,—,7,—,7,60,0,17.4,0,23,0,45,0,—,7,3,0
378,32,19390405,17.0,—,7,27.5,0,—,7,—,7,69,0,18.9,0,23.4,0,45,0,—,7,1,0
379,32,19390405,24.0,—,7,—,7,25.6,0,31.8,0,—,7,—,7,—,7,—,7,—,7,—,7
380,32,19390406,7.0,—,7,25.7,0,—,7,—,7,74,0,18.1,0,22.4,0,65,0,—,7,2,0
381,32,19390406,12.0,—,7,29.5,0,—,7,—,7,59,0,18,0,23.6,0,65,0,—,7,4,0
382,32,19390406,17.0,—,7,27.5,0,—,7,—,7,69,0,18.9,0,23.4,0,65,0,—,7,1,0
383,32,19390406,24.0,—,7,—,7,26,0,31.8,0,—,7,—,7,—,7,—,7,—,7,—,7
384,32,19390407,7.0,—,7,25.5,0,—,7,—,7,74,0,17.9,0,22.2,0,65,0,—,7,3,0
385,32,19390407,12.0,—,7,28.9,0,—,7,—,7,65,0,19.4,0,24.1,0,65,0,—,7,2,0
386,32,19390407,17.0,—,7,29.9,0,—,7,—,7,58,0,18.2,0,23.8,0,65,0,—,7,3,0
387,32,19390407,24.0,—,7,—,7,26,0,31.6,0,—,7,—,7,—,7,—,7,—,7,—,7
388,32,19390408,7.0,—,7,25,0,—,7,—,7,77,0,18.2,0,22.2,0,65,0,—,7,7,0
389,32,19390408,12.0,—,7,29.3,0,—,7,—,7,66,0,20.1,0,24.6,0,45,0,—,7,3,0
390,32,19390408,17.0,—,7,29.9,0,—,7,—,7,58,0,18.2,0,23.8,0,45,0,—,7,4,0
391,32,19390408,24.0,—,7,—,7,25.6,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
392,32,19390409,7.0,—,7,25.3,0,—,7,—,7,75,0,18,0,22.2,0,45,0,—,7,4,0
393,32,19390409,12.0,—,7,29.3,0,—,7,—,7,56,0,17,0,23,0,45,0,—,7,4,0
394,32,19390409,17.0,—,7,27.5,0,—,7,—,7,84,0,22.8,0,25.4,0,45,0,—,7,4,0
395,32,19390409,24.0,—,7,—,7,25.4,0,31.6,0,—,7,—,7,—,7,—,7,—,7,—,7
396,32,19390410,7.0,—,7,25.6,0,—,7,—,7,76,0,18.5,0,22.6,0,45,0,—,7,3,0
397,32,19390410,12.0,—,7,28.9,0,—,7,—,7,68,0,20.1,0,24.5,0,45,0,—,7,4,0
398,32,19390410,17.0,—,7,29.1,0,—,7,—,7,62,0,18.6,0,23.8,0,45,0,—,7,4,0
399,32,19390410,24.0,—,7,—,7,25.7,0,31.4,0,—,7,—,7,—,7,—,7,—,7,—,7
400,32,19390411,7.0,—,7,25.7,0,—,7,—,7,73,0,18,0,22.6,0,45,0,—,7,3,0
401,32,19390411,12.0,—,7,29.5,0,—,7,—,7,64,0,19.6,0,24.4,0,45,0,—,7,4,0
402,32,19390411,17.0,—,7,27.9,0,—,7,—,7,72,0,20.2,0,24.2,0,45,0,—,7,4,0
403,32,19390411,24.0,—,7,—,7,25.4,0,31.6,0,—,7,—,7,—,7,—,7,—,7,—,7
404,32,19390412,7.0,—,7,25.9,0,—,7,—,7,73,0,18,0,22.4,0,65,0,—,7,3,0
405,32,19390412,12.0,—,7,28.3,0,—,7,—,7,67,0,19.1,0,23.8,0,65,0,—,7,2,0
406,32,19390412,17.0,—,7,27.5,0,—,7,—,7,67,0,18.1,0,23,0,65,0,—,7,1,0
407,32,19390412,24.0,—,7,—,7,26.4,0,30.7,0,—,7,—,7,—,7,—,7,—,7,—,7
408,32,19390413,7.0,—,7,25.3,0,—,7,—,7,78,0,18.7,0,22.6,0,65,0,—,7,5,0
409,32,19390413,12.0,—,7,29.3,0,—,7,—,7,63,0,19.3,0,24.2,0,65,0,—,7,4,0
410,32,19390413,17.0,—,7,27.9,0,—,7,—,7,68,0,19,0,23.6,0,65,0,—,7,4,0
411,32,19390413,24.0,—,7,—,7,24.7,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
412,32,19390414,7.0,—,7,25.3,0,—,7,—,7,74,0,17.6,0,22,0,45,0,—,7,3,0
413,32,19390414,12.0,—,7,28.9,0,—,7,—,7,59,0,17.2,0,23,0,45,0,—,7,4,0
414,32,19390414,17.0,—,7,27.1,0,—,7,—,7,70,0,18.7,0,23.2,0,45,0,—,7,4,0
415,32,19390414,24.0,—,7,—,7,26.4,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
416,32,19390415,7.0,—,7,25.1,0,—,7,—,7,77,0,18.1,0,22.2,0,45,0,—,7,2,0
417,32,19390415,12.0,—,7,28.7,0,—,7,—,7,62,0,18.1,0,23.4,0,45,0,—,7,4,0
418,32,19390415,17.0,—,7,28.9,0,—,7,—,7,60,0,17.6,0,23.2,0,45,0,—,7,3,0
419,32,19390415,24.0,—,7,—,7,25.5,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
420,32,19390416,7.0,—,7,25.2,0,—,7,—,7,76,0,17.9,0,22.1,0,45,0,—,7,3,0
421,32,19390416,12.0,—,7,29,0,—,7,—,7,59,0,17.6,0,23.2,0,45,0,—,7,3,0
422,32,19390416,17.0,—,7,28.3,0,—,7,—,7,65,0,18.6,0,23.5,0,45,0,—,7,4,0
423,32,19390416,24.0,—,7,—,7,24.8,0,30.5,0,—,7,—,7,—,7,—,7,—,7,—,7
424,32,19390417,7.0,—,7,25.7,0,—,7,—,7,76,0,18.5,0,22.6,0,65,0,—,7,8,0
425,32,19390417,12.0,—,7,29.3,0,—,7,—,7,66,0,20.1,0,24.6,0,45,0,—,7,4,0
426,32,19390417,17.0,—,7,27.7,0,—,7,—,7,68,0,18.7,0,23.4,0,45,0,—,7,4,0
427,32,19390417,24.0,—,7,—,7,25.8,0,31.6,0,—,7,—,7,—,7,—,7,—,7,—,7
428,32,19390418,7.0,—,7,25.3,0,—,7,—,7,78,0,18.7,0,22.6,0,65,0,—,7,2,0
429,32,19390418,12.0,—,7,28.9,0,—,7,—,7,65,0,19.2,0,24,0,45,0,—,7,3,0
430,32,19390418,17.0,—,7,26.1,0,—,7,—,7,77,0,19.3,0,23.2,0,45,0,—,7,2,0
431,32,19390418,24.0,—,7,—,7,26,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
432,32,19390419,7.0,—,7,25.3,0,—,7,—,7,75,0,18,0,22.2,0,65,0,—,7,2,0
433,32,19390419,12.0,—,7,29.3,0,—,7,—,7,64,0,19.5,0,24.3,0,65,0,—,7,3,0
434,32,19390419,17.0,—,7,25.9,0,—,7,—,7,70,0,17.3,0,22,0,65,0,—,7,2,0
435,32,19390419,24.0,—,7,—,7,26,0,31.6,0,—,7,—,7,—,7,—,7,—,7,—,7
436,32,19390420,7.0,—,7,25.5,0,—,7,—,7,74,0,17.9,0,22.2,0,65,0,—,7,1,0
437,32,19390420,12.0,—,7,29.5,0,—,7,—,7,59,0,18,0,23.6,0,65,0,—,7,2,0
438,32,19390420,17.0,—,7,27.3,0,—,7,—,7,69,0,17.5,0,22.6,0,65,0,—,7,1,0
439,32,19390420,24.0,—,7,—,7,25.4,0,31.4,0,—,7,—,7,—,7,—,7,—,7,—,7
440,32,19390421,7.0,—,7,25.5,0,—,7,—,7,74,0,17.9,0,22.2,0,65,0,—,7,3,0
441,32,19390421,12.0,—,7,28.9,0,—,7,—,7,62,0,18.4,0,23.6,0,65,0,—,7,2,0
442,32,19390421,17.0,—,7,26.4,0,—,7,—,7,72,0,17.7,0,22.4,0,65,0,—,7,2,0
443,32,19390421,24.0,—,7,—,7,26.6,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
444,32,19390422,7.0,—,7,26.1,0,—,7,—,7,70,0,17.5,0,22.2,0,65,0,—,7,3,0
445,32,19390422,12.0,—,7,29.3,0,—,7,—,7,59,0,17.8,0,23.4,0,65,0,—,7,2,0
446,32,19390422,17.0,—,7,25.9,0,—,7,—,7,60,0,17.6,0,22.2,0,65,0,—,7,2,0
447,32,19390422,24.0,—,7,—,7,26.4,0,31.2,0,—,7,—,7,—,7,—,7,—,7,—,7
448,32,19390423,7.0,—,7,25.9,0,—,7,—,7,70,0,17.3,0,22,0,65,0,—,7,3,0
449,32,19390423,12.0,—,7,29.1,0,—,7,—,7,57,0,17.1,0,23,0,65,0,—,7,3,0
450,32,19390423,17.0,—,7,26.3,0,—,7,—,7,60,0,17.4,0,22.2,0,65,0,—,7,3,0
451,32,19390423,24.0,—,7,—,7,26.4,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
452,32,19390424,7.0,—,7,25.5,0,—,7,—,7,74,0,17.9,0,22.2,0,65,0,—,7,3,0
453,32,19390424,12.0,—,7,29.1,0,—,7,—,7,63,0,19,0,24,0,65,0,—,7,4,0
454,32,19390424,17.0,—,7,27.1,0,—,7,—,7,68,0,18.4,0,23,0,65,0,—,7,2,0
455,32,19390424,24.0,—,7,—,7,26.2,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
456,32,19390425,7.0,—,7,25.5,0,—,7,—,7,74,0,17.9,0,22.3,0,65,0,—,7,8,0
457,32,19390425,12.0,—,7,29.3,0,—,7,—,7,56,0,17,0,23,0,65,0,—,7,5,0
458,32,19390425,17.0,—,7,27.5,0,—,7,—,7,70,0,18.5,0,23.2,0,65,0,—,7,2,0
459,32,19390425,24.0,—,7,—,7,26.2,0,30.5,0,—,7,—,7,—,7,—,7,—,7,—,7
460,32,19390426,7.0,—,7,25.7,0,—,7,—,7,76,0,18.5,0,22.6,0,65,0,—,7,3,0
461,32,19390426,12.0,—,7,29.5,0,—,7,—,7,64,0,19.6,0,24.4,0,65,0,—,7,4,0
462,32,19390426,17.0,—,7,27.3,0,—,7,—,7,72,0,19,0,23.4,0,65,0,—,7,6,0
463,32,19390426,24.0,—,7,—,7,26.3,0,31.3,0,—,7,—,7,—,7,—,7,—,7,—,7
464,32,19390427,7.0,—,7,25.7,0,—,7,—,7,79,0,19.2,0,23,0,65,0,—,7,2,0
465,32,19390427,12.0,—,7,28.5,0,—,7,—,7,65,0,18.6,0,23.6,0,65,0,—,7,6,0
466,32,19390427,17.0,—,7,27.1,0,—,7,—,7,74,0,19.1,0,23.4,0,65,0,—,7,4,0
467,32,19390427,24.0,—,7,—,7,26.2,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
468,32,19390428,7.0,—,7,28.4,0,—,7,—,7,64,0,18.3,0,23.4,0,65,0,—,7,6,0
469,32,19390428,12.0,—,7,28.5,0,—,7,—,7,66,0,19.2,0,23.9,0,65,0,—,7,5,0
470,32,19390428,17.0,—,7,27.5,0,—,7,—,7,66,0,20,0,24,0,65,0,—,7,2,0
471,32,19390428,24.0,—,7,—,7,26.5,0,31.8,0,—,7,—,7,—,7,—,7,—,7,—,7
472,32,19390429,7.0,—,7,26.3,0,—,7,—,7,76,0,19.2,0,23.2,0,65,0,—,7,3,0
473,32,19390429,12.0,—,7,30.1,0,—,7,—,7,64,0,20.4,0,25,0,65,0,—,7,5,0
474,32,19390429,17.0,—,7,29.9,0,—,7,—,7,80,0,20.9,0,25.2,0,65,0,—,7,6,0
475,32,19390429,24.0,—,7,—,7,26.5,0,31.4,0,—,7,—,7,—,7,—,7,—,7,—,7
476,32,19390430,7.0,—,7,25.9,0,—,7,—,7,77,0,19.1,0,23,0,65,0,—,7,5,0
477,32,19390430,12.0,—,7,28.8,0,—,7,—,7,72,0,21.2,0,25,0,65,0,—,7,7,0
478,32,19390430,17.0,—,7,27,0,—,7,—,7,—,7,21.1,0,24.4,0,65,0,—,7,7,0
479,32,19390430,24.0,—,7,—,7,26.7,0,29.7,0,—,7,—,7,—,7,—,7,—,7,—,7
480,32,19390501,7.0,—,7,26.3,0,—,7,—,7,77,0,19.6,0,23.4,0,—,7,—,7,2,0
481,32,19390501,12.0,—,7,29.5,0,—,7,—,7,71,0,22,0,25.6,0,—,7,—,7,4,0
