,Stn,Datum,P,qP
0,32,19370101,760,0
1,32,19370102,760.5,0
2,32,19370103,760,0
3,32,19370104,761,0
4,32,19370105,760.5,0
5,32,19370106,761,0
6,32,19370107,759.5,0
7,32,19370108,759,0
8,32,19370109,760,0
9,32,19370110,760,0
10,32,19370111,760.5,0
11,32,19370112,760.5,0
12,32,19370113,761,0
13,32,19370114,763,0
14,32,19370115,760,0
15,32,19370116,761.5,0
16,32,19370117,760,0
17,32,19370118,761,0
18,32,19370119,763,0
19,32,19370120,762.5,0
20,32,19370121,761,0
21,32,19370122,760.5,0
22,32,19370123,759.5,0
23,32,19370124,759.5,0
24,32,19370125,762,0
25,32,19370126,762.5,0
26,32,19370127,762,0
27,32,19370128,762.5,0
28,32,19370129,762.5,0
29,32,19370130,762.5,0
30,32,19370131,760.5,0
31,32,19370201,760.5,0
32,32,19370202,762.5,0
33,32,19370203,762.5,0
34,32,19370204,763,0
35,32,19370205,762.5,0
36,32,19370206,761,0
37,32,19370207,762.5,0
38,32,19370208,762,0
39,32,19370209,762,0
40,32,19370210,761.5,0
41,32,19370211,762.5,0
42,32,19370212,762,0
43,32,19370213,761,0
44,32,19370214,761,0
45,32,19370215,762.5,0
46,32,19370216,762,0
47,32,19370217,762,0
48,32,19370218,762,0
49,32,19370219,762,0
50,32,19370220,762.5,0
51,32,19370221,762.5,0
52,32,19370222,762.5,0
53,32,19370223,762.5,0
54,32,19370224,762,0
55,32,19370225,762,0
56,32,19370226,761.5,0
57,32,19370227,761,0
58,32,19370228,761,0
59,32,19370301,762,0
60,32,19370302,762,0
61,32,19370303,763.5,0
62,32,19370304,761,0
63,32,19370305,761,0
64,32,19370306,761,0
65,32,19370307,761,0
66,32,19370308,760.5,0
67,32,19370309,760.5,0
68,32,19370310,760,0
69,32,19370311,760,0
70,32,19370312,759,0
71,32,19370313,758.5,0
72,32,19370314,759,0
73,32,19370315,759.5,0
74,32,19370316,759.5,0
75,32,19370317,760.5,0
76,32,19370318,762,0
77,32,19370319,760,0
78,32,19370320,760.5,0
79,32,19370321,760.5,0
80,32,19370322,761,0
81,32,19370323,760.5,0
82,32,19370324,760.5,0
83,32,19370325,761.5,0
84,32,19370326,759,0
85,32,19370327,759.5,0
86,32,19370328,759.5,0
87,32,19370329,759.5,0
88,32,19370330,762,0
89,32,19370331,764,0
90,32,19370401,762,0
91,32,19370402,759,0
92,32,19370403,760,0
93,32,19370404,760.5,0
94,32,19370405,760.5,0
95,32,19370406,759.5,0
96,32,19370407,759,0
97,32,19370408,759,0
98,32,19370409,759.5,0
99,32,19370410,762.5,0
100,32,19370411,763.5,0
101,32,19370412,761,0
102,32,19370413,761,0
103,32,19370414,761.5,0
104,32,19370415,761,0
105,32,19370416,759,0
106,32,19370417,760,0
107,32,19370418,760.5,0
108,32,19370419,761,0
109,32,19370420,760.5,0
110,32,19370421,761,0
111,32,19370422,759,0
112,32,19370423,760,0
113,32,19370424,760.5,0
114,32,19370425,760.5,0
115,32,19370426,759.5,0
116,32,19370427,759,0
117,32,19370428,759,0
118,32,19370429,760.5,0
119,32,19370430,760.5,0
120,32,19370501,762.5,0
121,32,19370502,760,0
122,32,19370503,762.5,0
123,32,19370504,760,0
124,32,19370505,762.5,0
125,32,19370506,761,0
126,32,19370507,759,0
127,32,19370508,759,0
128,32,19370509,760.5,0
129,32,19370510,759.5,0
130,32,19370511,759.5,0
131,32,19370512,760,0
132,32,19370513,760,0
133,32,19370514,759,0
134,32,19370515,759.5,0
135,32,19370516,760.5,0
136,32,19370517,760.5,0
137,32,19370518,761,0
138,32,19370519,761,0
139,32,19370520,762.5,0
140,32,19370521,762,0
141,32,19370522,762,0
142,32,19370523,759.5,0
