"Stn",  "Datum", "Tijd", "DD","¢",   "FK",   "FF",  "FF1",  "FF2","¢",           "WW","¢",    "N","¢",    "T","¢",    "U","¢",   "EE","¢",   "Tw","¢",    "P",   "Pt",  "Pt1","¢",   "Rd",                     "Dr","¢",   "EV","¢",  "Trn",  "Tin",   "Tn","¢",  "Trx",  "Tix",   "Tx","¢"
78989, 19330101, 0800, "O"   , 00, //////, //////,      6, //////, 00, //////////////, 07,      8, 00,    256, 00,     89, 00,    216, 00,    242, 00, //////,  76127, //////, 00,     60, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330101, 1300, "O"   , 00, //////, //////,     12, //////, 00, //////////////, 07,      6, 00,    277, 00,     82, 00,    227, 00,    254, 00, //////,  76040, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330101, 1730, "ONO" , 00, //////, //////,     11, //////, 00, //////////////, 07,      1, 00,    266, 00,     80, 00,    208, 00,    241, 00, //////,  75990, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330101, 1800, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330101, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    223, 00, //////, //////,    294, 00
78989, 19330102, 0800, "O"   , 00, //////, //////,     11, //////, 00, //////////////, 07,      4, 00,    264, 00,     82, 00,    211, 00,    242, 00, //////,  76119, //////, 00,     16, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330102, 1300, "O"   , 00, //////, //////,     20, //////, 00, //////////////, 07,      3, 00,    291, 00,     66, 00,    198, 00,    244, 00, //////,  76022, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330102, 1730, "ONO" , 00, //////, //////,     13, //////, 00, //////////////, 07,      7, 00,    262, 00,     85, 00,    216, 00,    244, 00, //////,  75980, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330102, 1800, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330102, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    236, 00, //////, //////,    303, 00
78989, 19330103, 0800, "ONO" , 00, //////, //////,     16, //////, 00, //////////////, 07,      5, 00,    262, 00,     81, 00,    204, 00,    238, 00, //////,  76107, //////, 00,     29, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330103, 1300, "ONO" , 00, //////, //////,     17, //////, 00, //////////////, 07,      5, 00,    288, 00,     70, 00,    208, 00,    248, 00, //////,  75972, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330103, 1730, "ONO" , 00, //////, //////,     13, //////, 00, //////////////, 07,      1, 00,    266, 00,     77, 00,    200, 00,    237, 00, //////,  75845, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330103, 1800, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330103, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    233, 00, //////, //////,    298, 00
78989, 19330104, 0800, "O"   , 00, //////, //////,      9, //////, 00, //////////////, 07,      1, 00,    262, 00,     90, 00,    226, 00,    249, 00, //////,  76030, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330104, 1300, "OZO" , 00, //////, //////,     18, //////, 00, //////////////, 07,      4, 00,    291, 00,     65, 00,    194, 00,    242, 00, //////,  75845, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330104, 1730, "ONO" , 00, //////, //////,     13, //////, 00, //////////////, 07,      1, 00,    267, 00,     77, 00,    199, 00,    237, 00, //////,  75753, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330104, 1800, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19330104, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    233, 00, //////, //////,    297, 00
78989, 19330105, 0800, "O"   , 00, //////, //////,     11, //////, 00, //////////////, 07,      1, 00,    264, 00,     82, 00,    211, 00,    242, 00, //////,  76030, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
