"Stn",  "Datum", "Tijd", "DD","¢",   "FK",   "FF",  "FF1",  "FF2","¢",           "WW","¢",    "N","¢",    "T","¢",    "U","¢",   "EE","¢",   "Tw","¢",    "P",   "Pt",  "Pt1","¢",   "Rd",                     "Dr","¢",   "EV","¢",  "Trn",  "Tin",   "Tn","¢",  "Trx",  "Tix",   "Tx","¢"
78989, 19170101, 0800, "ONO" , 00,      1, //////, //////, //////, 00, //////////////, 07,      4, 00,    258, 00,     75, 00,    184, 00,    226, 00, //////,  76450, //////, 00,     86, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170101, 1400, "NO"  , 00,      1, //////, //////, //////, 00, //////////////, 07,      6, 00,    280, 00,     63, 00,    178, 00,    230, 00, //////,  76400, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170101, 1800, "NO"  , 00,      1, //////, //////, //////, 00, //////////////, 07,      8, 00,    260, 00,     65, 00,    161, 00,    214, 00, //////,  76290, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170101, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    225, 00, //////, //////,    280, 00
78989, 19170102, 0800, "NO"  , 00,      0, //////, //////, //////, 00, //////////////, 07,      5, 00,    250, 00,     71, 00,    167, 00,    214, 00, //////,  76350, //////, 00,    105, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170102, 1400, "ONO" , 00,      0, //////, //////, //////, 00, //////////////, 07,      4, 00,    274, 00,     67, 00,    182, 00,    230, 00, //////,  76300, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170102, 1800, "O"   , 00,      0, //////, //////, //////, 00, //////////////, 07,      6, 00,    256, 00,     67, 00,    164, 00,    214, 00, //////,  76200, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170102, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    224, 00, //////, //////,    280, 00
78989, 19170103, 0800, "ONO" , 00,      0, //////, //////, //////, 00, //////////////, 07,      9, 00,    246, 00,     65, 00,    149, 00,    202, 00, //////,  76350, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170103, 1400, "O"   , 00,      0, //////, //////, //////, 00, //////////////, 07,      5, 00,    270, 00,     66, 00,    173, 00,    224, 00, //////,  76280, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170103, 1800, "O"   , 00,      0, //////, //////, //////, 00, //////////////, 07,      6, 00,    250, 00,     68, 00,    160, 00,    210, 00, //////,  76170, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170103, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    220, 00, //////, //////,    275, 00
78989, 19170104, 0800, "O"   , 00,      0, //////, //////, //////, 00, //////////////, 07,      2, 00,    252, 00,     64, 00,    152, 00,    206, 00, //////,  76350, //////, 00,     27, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170104, 1400, "O"   , 00,      0, //////, //////, //////, 00, //////////////, 07,      4, 00,    270, 00,     66, 00,    173, 00,    224, 00, //////,  76300, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170104, 1800, "ONO" , 00,      0, //////, //////, //////, 00, //////////////, 07,      6, 00,    256, 00,     67, 00,    164, 00,    214, 00, //////,  76180, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19170104, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    215, 00, //////, //////,    274, 00
