"Stn",  "Datum", "Tijd", "DD","¢",   "FK",   "FF",  "FF1",  "FF2","¢",           "WW","¢",    "N","¢",    "T","¢",    "U","¢",   "EE","¢",   "Tw","¢",    "P",   "Pt",  "Pt1","¢",   "Rd",                     "Dr","¢",   "EV","¢",  "Trn",  "Tin",   "Tn","¢",  "Trx",  "Tix",   "Tx","¢"
78989, 19450101, 0730, "O"   , 00, //////,      9, //////, //////, 00, //////////////, 07,      7, 00,    238, 00,     87, 00,    191, 00,    223, 00, //////,  76120, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19450101, 1330, "O"   , 00, //////,     10, //////, //////, 00, //////////////, 07,      4, 00,    270, 00,     74, 00,    196, 00,    236, 00, //////,  75950, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19450101, 1930, "OZO" , 00, //////,      6, //////, //////, 00, //////////////, 07,      2, 00,    247, 00,     82, 00,    189, 00,    225, 00, //////,  76070, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19450101, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    216, 00, //////, //////,    272, 00
78989, 19450102, 0730, "OZO" , 00, //////,      7, //////, //////, 00, //////////////, 07,      7, 00,    246, 00,     84, 00,    194, 00,    227, 00, //////,  76110, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19450102, 1330, "OZO" , 00, //////,      8, //////, //////, 00, //////////////, 07,      7, 00,    266, 00,     76, 00,    196, 00,    235, 00, //////,  76000, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19450102, 1930, "O"   , 00, //////,      7, //////, //////, 00, //////////////, 07,      4, 00,    246, 00,     88, 00,    203, 00,    232, 00, //////,  76070, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19450102, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    226, 00, //////, //////,    271, 00
78989, 19450103, 0730, "O"   , 00, //////,     12, //////, //////, 00, //////////////, 07,      4, 00,    250, 00,     76, 00,    178, 00,    220, 00, //////,  76220, //////, 00,     55, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19450103, 1330, "O"   , 00, //////,     13, //////, //////, 00, //////////////, 07,      6, 00,    260, 00,     72, 00,    179, 00,    224, 00, //////,  76110, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
