"Stn",  "Datum", "Tijd", "DD","¢",   "FK",   "FF",  "FF1",  "FF2","¢",           "WW","¢",    "N","¢",    "T","¢",    "U","¢",   "EE","¢",   "Tw","¢",    "P",   "Pt",  "Pt1","¢",   "Rd",                     "Dr","¢",   "EV","¢",  "Trn",  "Tin",   "Tn","¢",  "Trx",  "Tix",   "Tx","¢"
78989, 19310101, 0730, "O"   , 00, //////, //////, //////,      3, 00, //////////////, 07,      3, 00,    270, 00,     67, 00,    177, 00,    226, 00, //////,  76175, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310101, 1300, "O"   , 00, //////, //////, //////,      5, 00, //////////////, 07,      3, 00,    294, 00,     63, 00,    192, 00,    242, 00, //////,  76048, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310101, 1745, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      3, 00,    268, 00,     67, 00,    174, 00,    224, 00, //////,  75972, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310101, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    245, 00, //////, //////,    296, 00
78989, 19310102, 0730, "O"   , 00, //////, //////, //////,      3, 00, //////////////, 07,      4, 00,    272, 00,     66, 00,    177, 00,    227, 00, //////,  76149, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310102, 1300, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      3, 00,    295, 00,     61, 00,    188, 00,    240, 00, //////,  76022, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310102, 1745, "O"   , 00, //////, //////, //////,      3, 00, //////////////, 07,      4, 00,    270, 00,     67, 00,    177, 00,    226, 00, //////,  75895, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310102, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    244, 00, //////, //////,    295, 00
78989, 19310103, 0730, "O"   , 00, //////, //////, //////,      2, 00, //////////////, 07,      2, 00,    278, 00,     63, 00,    176, 00,    228, 00, //////,  76175, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310103, 1300, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      3, 00,    294, 00,     62, 00,    188, 00,    240, 00, //////,  76048, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310103, 1745, "O"   , 00, //////, //////, //////,      3, 00, //////////////, 07,      4, 00,    274, 00,     64, 00,    172, 00,    225, 00, //////,  75946, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310103, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    242, 00, //////, //////,    296, 00
78989, 19310104, 0730, "O"   , 00, //////, //////, //////,      3, 00, //////////////, 07,      4, 00,    275, 00,     63, 00,    170, 00,    224, 00, //////,  76200, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310104, 1300, "O"   , 00, //////, //////, //////,      6, 00, //////////////, 07,      7, 00,    291, 00,     62, 00,    186, 00,    238, 00, //////,  76073, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310104, 1745, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      5, 00,    271, 00,     64, 00,    169, 00,    222, 00, //////,  75972, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310104, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    240, 00, //////, //////,    294, 00
78989, 19310105, 0730, "O"   , 00, //////, //////, //////,      3, 00, //////////////, 07,      3, 00,    274, 00,     64, 00,    172, 00,    225, 00, //////,  76175, //////, 00,     18, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310105, 1300, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      2, 00,    290, 00,     64, 00,    191, 00,    240, 00, //////,  76048, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310105, 1745, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      4, 00,    270, 00,     64, 00,    169, 00,    222, 00, //////,  75921, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310105, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    240, 00, //////, //////,    292, 00
78989, 19310106, 0730, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      2, 00,    273, 00,     63, 00,    169, 00,    223, 00, //////,  76200, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310106, 1300, "O"   , 00, //////, //////, //////,      6, 00, //////////////, 07,      2, 00,    290, 00,     63, 00,    187, 00,    238, 00, //////,  76073, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310106, 1745, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      4, 00,    269, 00,     64, 00,    166, 00,    220, 00, //////,  75946, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310106, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    238, 00, //////, //////,    292, 00
78989, 19310107, 0730, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      4, 00,    278, 00,     63, 00,    174, 00,    227, 00, //////,  76175, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310107, 1300, "O"   , 00, //////, //////, //////,      5, 00, //////////////, 07,      2, 00,    289, 00,     64, 00,    188, 00,    238, 00, //////,  76048, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310107, 1745, "O"   , 00, //////, //////, //////,      3, 00, //////////////, 07,      4, 00,    275, 00,     60, 00,    163, 00,    220, 00, //////,  75946, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310107, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    237, 00, //////, //////,    290, 00
78989, 19310108, 0730, "O"   , 00, //////, //////, //////,      3, 00, //////////////, 07,      4, 00,    276, 00,     63, 00,    171, 00,    225, 00, //////,  76175, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310108, 1300, "O"   , 00, //////, //////, //////,      5, 00, //////////////, 07,      2, 00,    290, 00,     62, 00,    185, 00,    237, 00, //////,  76048, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310108, 1745, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      5, 00,    272, 00,     60, 00,    161, 00,    218, 00, //////,  75921, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310108, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    235, 00, //////, //////,    290, 00
78989, 19310109, 0730, "O"   , 00, //////, //////, //////,      3, 00, //////////////, 07,      3, 00,    274, 00,     62, 00,    169, 00,    223, 00, //////,  76175, //////, 00,      8, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310109, 1300, "O"   , 00, //////, //////, //////,      5, 00, //////////////, 07,      2, 00,    293, 00,     62, 00,    189, 00,    240, 00, //////,  76048, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310109, 1745, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      4, 00,    268, 00,     64, 00,    165, 00,    219, 00, //////,  75921, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310109, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    240, 00, //////, //////,    294, 00
78989, 19310110, 0730, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      2, 00,    272, 00,     63, 00,    168, 00,    222, 00, //////,  76200, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310110, 1300, "O"   , 00, //////, //////, //////,      6, 00, //////////////, 07,      1, 00,    293, 00,     62, 00,    187, 00,    239, 00, //////,  76048, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19310110, 1745, "O"   , 00, //////, //////, //////,      4, 00, //////////////, 07,      3, 00,    267, 00,     66, 00,    171, 00,    220, 00, //////,  75921, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
