,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),droge (TT) en natte (TW) bol temperatuur (oC),droge (TT) en natte (TW) bol temperatuur (oC),droge (TT) en natte (TW) bol temperatuur (oC),droge (TT) en natte (TW) bol temperatuur (oC),droge (TT) en natte (TW) bol temperatuur (oC),droge (TT) en natte (TW) bol temperatuur (oC),droge (TT) en natte (TW) bol temperatuur (oC),droge (TT) en natte (TW) bol temperatuur (oC),droge (TT) en natte (TW) bol temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 19,TT 8,TW 8,verschil,TT 14,TW 14,verschil.1,TT 19,TW 19,verschil.2,Max,Min,dampdruk 8,dampdruk 14,dampdruk 19,RH 8,RH 14,RH 19,DD 8,FF 8,DD 14,FF 14,DD 19,FF 19,8,14,19,Rd 8,Rd 8.1,Unnamed: 32_level_1
0,19020101.0,611.0,598.0,598.0,243.0,235.0,8.0,279.0,255.0,24.0,250.0,239.0,11.0,295.0,230.0,210.0,228.0,214.0,93.0,82.0,91.0,E,4.0,NE,3.0,ENE,3.0,9.0,9.0,10.0,46.0,,
1,19020102.0,616.0,604.0,601.0,237.0,229.0,8.0,256.0,243.0,13.0,250.0,234.0,16.0,280.0,232.0,203.0,218.0,204.0,93.0,90.0,87.0,E,3.0,ESE,4.0,NNW,4.0,10.0,10.0,10.0,126.0,,
2,19020103.0,610.0,593.0,600.0,250.0,238.0,12.0,289.0,265.0,24.0,256.0,241.0,15.0,272.0,233.0,212.0,242.0,214.0,90.0,82.0,88.0,ENE,3.0,NE,6.0,NE,4.0,8.0,7.0,5.0,58.0,,
3,19020104.0,613.0,604.0,603.0,251.0,239.0,12.0,277.0,261.0,16.0,253.0,242.0,11.0,303.0,231.0,213.0,241.0,218.0,90.0,87.0,91.0,E,5.0,NE,7.0,ESE,3.0,6.0,10.0,7.0,,,
4,19020105.0,615.0,598.0,602.0,246.0,232.0,14.0,291.0,265.0,26.0,251.0,239.0,12.0,287.0,224.0,203.0,241.0,213.0,88.0,80.0,90.0,NE,4.0,NE,6.0,NE,3.0,6.0,9.0,10.0,54.0,,
5,19020106.0,611.0,595.0,592.0,239.0,230.0,9.0,298.0,266.0,32.0,256.0,243.0,13.0,299.0,219.0,204.0,239.0,218.0,92.0,77.0,90.0,ESE,3.0,NE,6.0,E,5.0,4.0,9.0,0.0,28.0,,
6,19020107.0,616.0,599.0,604.0,241.0,231.0,10.0,295.0,265.0,30.0,250.0,238.0,12.0,303.0,223.0,204.0,239.0,212.0,91.0,78.0,90.0,SE,2.0,NE,6.0,NE,4.0,9.0,8.0,0.0,,,
7,19020108.0,621.0,604.0,611.0,249.0,238.0,11.0,278.0,262.0,16.0,248.0,236.0,12.0,296.0,232.0,212.0,243.0,209.0,91.0,87.0,90.0,NE,3.0,NE,7.0,SE,5.0,7.0,8.0,10.0,54.0,,
8,19020109.0,623.0,604.0,604.0,250.0,241.0,9.0,276.0,258.0,18.0,246.0,237.0,9.0,283.0,230.0,218.0,236.0,212.0,93.0,86.0,92.0,E,5.0,NE,6.0,E,4.0,9.0,8.0,3.0,41.0,,
