,Stn,Datum,Tijd,P,qP
83,73,19440128,16.0,761,0
84,73,19440129,8.0,762,0
85,73,19440129,12.0,762,0
86,73,19440129,16.0,760,0
87,73,19440130,8.0,762,0
88,73,19440130,12.0,761,0
89,73,19440130,16.0,761,0
90,73,19440131,8.0,764,0
91,73,19440131,12.0,763,0
92,73,19440131,16.0,762,0
93,73,19440201,8.0,763,0
94,73,19440201,12.0,764,0
95,73,19440201,16.0,762,0
96,73,19440202,8.0,764,0
97,73,19440202,12.0,763,0
98,73,19440202,16.0,762,0
99,73,19440203,8.0,764,0
100,73,19440203,12.0,762,0
101,73,19440203,16.0,762,0
102,73,19440204,8.0,764,0
103,73,19440204,12.0,762,0
104,73,19440204,16.0,762,0
105,73,19440205,8.0,763,0
106,73,19440205,12.0,765,0
107,73,19440205,16.0,762,0
108,73,19440206,8.0,764,0
109,73,19440206,12.0,763,0
110,73,19440206,16.0,762,0
111,73,19440207,8.0,761,0
112,73,19440207,12.0,761,0
113,73,19440207,16.0,761,0
114,73,19440208,8.0,760,0
115,73,19440208,12.0,762,0
116,73,19440208,16.0,761,0
117,73,19440209,8.0,763,0
118,73,19440209,12.0,763,0
119,73,19440209,16.0,763,0
120,73,19440210,8.0,764,0
121,73,19440210,12.0,764,0
122,73,19440210,16.0,763,0
123,73,19440211,8.0,764,0
124,73,19440211,12.0,763,0
125,73,19440211,16.0,763,0
126,73,19440212,8.0,764,0
127,73,19440212,12.0,764,0
128,73,19440212,16.0,763,0
129,73,19440213,8.0,765,0
130,73,19440213,12.0,765,0
131,73,19440213,16.0,764,0
132,73,19440214,8.0,765,0
133,73,19440214,12.0,765,0
134,73,19440214,16.0,764,0
135,73,19440215,8.0,764,0
136,73,19440215,12.0,765,0
137,73,19440215,16.0,765,0
138,73,19440216,8.0,763,0
139,73,19440216,12.0,765,0
140,73,19440216,16.0,763,0
141,73,19440217,8.0,759,0
142,73,19440217,12.0,760,0
143,73,19440217,16.0,760,0
144,73,19440218,8.0,761,0
145,73,19440218,12.0,761,0
146,73,19440218,16.0,760,0
147,73,19440219,8.0,762,0
148,73,19440219,12.0,761,0
149,73,19440219,16.0,760,0
150,73,19440220,8.0,760,0
151,73,19440220,12.0,761,0
152,73,19440220,16.0,760,0
153,73,19440221,8.0,761,0
154,73,19440221,12.0,762,0
155,73,19440221,16.0,760,0
156,73,19440222,8.0,760,0
157,73,19440222,12.0,760,0
158,73,19440222,16.0,760,0
159,73,19440223,8.0,760,0
160,73,19440223,12.0,760,0
161,73,19440223,16.0,758,0
162,73,19440224,8.0,760,0
163,73,19440224,12.0,759,0
164,73,19440224,16.0,758,0
165,73,19440225,8.0,760,0
166,73,19440225,12.0,760,0
167,73,19440225,16.0,759,0
168,73,19440226,8.0,760,0
169,73,19440226,12.0,760,0
170,73,19440226,16.0,759,0
171,73,19440227,8.0,759,0
172,73,19440227,12.0,760,0
173,73,19440227,16.0,760,0
174,73,19440228,8.0,760,0
175,73,19440228,12.0,760,0
176,73,19440228,16.0,760,0
177,73,19440229,8.0,761,0
178,73,19440229,12.0,760,0
179,73,19440229,16.0,760,0
180,73,19440301,8.0,758,0
181,73,19440301,12.0,758,0
182,73,19440301,16.0,757,0
183,73,19440302,8.0,757,0
184,73,19440302,12.0,758,0
185,73,19440302,16.0,756,0
186,73,19440303,8.0,758,0
187,73,19440303,12.0,760,0
188,73,19440303,16.0,758,0
189,73,19440304,8.0,758,0
190,73,19440304,12.0,760,0
191,73,19440304,16.0,758,0
192,73,19440305,8.0,758,0
193,73,19440305,12.0,759,0
194,73,19440305,16.0,759,0
195,73,19440306,8.0,756,0
196,73,19440306,12.0,760,0
197,73,19440306,16.0,761,0
198,73,19440307,8.0,761,0
199,73,19440307,12.0,761,0
200,73,19440307,16.0,760,0
201,73,19440308,8.0,762,0
202,73,19440308,12.0,761,0
203,73,19440308,16.0,760,0
204,73,19440309,8.0,761,0
205,73,19440309,12.0,761,0
206,73,19440309,16.0,761,0
207,73,19440310,8.0,761,0
208,73,19440310,12.0,761,0
209,73,19440310,16.0,760,0
210,73,19440311,8.0,761,0
211,73,19440311,12.0,762,0
212,73,19440311,16.0,759,0
213,73,19440312,8.0,760,0
214,73,19440312,12.0,760,0
215,73,19440312,16.0,759,0
216,73,19440313,8.0,762,0
217,73,19440313,12.0,763,0
218,73,19440313,16.0,760,0
219,73,19440314,8.0,760,0
220,73,19440314,12.0,761,0
221,73,19440314,16.0,759,0
222,73,19440315,8.0,759,0
223,73,19440315,12.0,760,0
224,73,19440315,16.0,758,0
225,73,19440316,8.0,759,0
226,73,19440316,12.0,759,0
227,73,19440316,16.0,759,0
228,73,19440317,8.0,761,0
229,73,19440317,12.0,761,0
230,73,19440317,16.0,760,0
231,73,19440318,8.0,761,0
232,73,19440318,12.0,761,0
233,73,19440318,16.0,759,0
234,73,19440319,8.0,760,0
235,73,19440319,12.0,760,0
236,73,19440319,16.0,759,0
237,73,19440320,8.0,762,0
238,73,19440320,12.0,762,0
239,73,19440320,16.0,760,0
240,73,19440321,8.0,760,0
241,73,19440321,12.0,761,0
242,73,19440321,16.0,759,0
243,73,19440322,8.0,759,0
244,73,19440322,12.0,760,0
245,73,19440322,16.0,758,0
246,73,19440323,8.0,758,0
247,73,19440323,12.0,760,0
248,73,19440323,16.0,758,0
249,73,19440324,8.0,761,0
250,73,19440324,12.0,761,0
251,73,19440324,16.0,759,0
252,73,19440325,8.0,761,0
253,73,19440325,12.0,762,0
254,73,19440325,16.0,760,0
255,73,19440326,8.0,761,0
256,73,19440326,12.0,762,0
257,73,19440326,16.0,761,0
258,73,19440327,8.0,760,0
259,73,19440327,12.0,760,0
260,73,19440327,16.0,760,0
261,73,19440328,8.0,759,0
262,73,19440328,12.0,760,0
263,73,19440328,16.0,760,0
264,73,19440329,8.0,761,0
265,73,19440329,12.0,760,0
266,73,19440329,16.0,759,0
267,73,19440330,8.0,758,0
268,73,19440330,12.0,759,0
269,73,19440330,16.0,758,0
270,73,19440331,8.0,758,0
271,73,19440331,12.0,758,0
272,73,19440331,16.0,757,0
273,73,19440401,8.0,758,0
274,73,19440401,12.0,759,0
275,73,19440401,16.0,758,0
276,73,19440402,8.0,760,0
277,73,19440402,12.0,760,0
278,73,19440402,16.0,759,0
279,73,19440403,8.0,758,0
280,73,19440403,12.0,760,0
281,73,19440403,16.0,759,0
282,73,19440404,8.0,759,0
283,73,19440404,12.0,760,0
284,73,19440404,16.0,758,0
285,73,19440405,8.0,759,0
286,73,19440405,12.0,759,0
287,73,19440405,16.0,757,0
288,73,19440406,8.0,760,0
289,73,19440406,12.0,760,0
290,73,19440406,16.0,759,0
291,73,19440407,8.0,760,0
292,73,19440407,12.0,760,0
293,73,19440407,16.0,760,0
294,73,19440408,8.0,760,0
295,73,19440408,12.0,760,0
296,73,19440408,16.0,758,0
297,73,19440409,8.0,760,0
298,73,19440409,12.0,760,0
299,73,19440409,16.0,760,0
300,73,19440410,8.0,759,0
301,73,19440410,12.0,759,0
302,73,19440410,16.0,759,0
303,73,19440411,8.0,760,0
304,73,19440411,12.0,760,0
305,73,19440411,16.0,759,0
306,73,19440412,8.0,760,0
307,73,19440412,12.0,760,0
308,73,19440412,16.0,758,0
309,73,19440413,8.0,757,0
310,73,19440413,12.0,757,0
311,73,19440413,16.0,756,0
312,73,19440414,8.0,757,0
313,73,19440414,12.0,757,0
314,73,19440414,16.0,756,0
315,73,19440415,8.0,757,0
316,73,19440415,12.0,756,0
317,73,19440415,16.0,757,0
318,73,19440416,8.0,757,0
319,73,19440416,12.0,757,0
320,73,19440416,16.0,757,0
321,73,19440417,8.0,760,0
322,73,19440417,12.0,758,0
323,73,19440417,16.0,757,0
324,73,19440418,8.0,757,0
325,73,19440418,12.0,758,0
326,73,19440418,16.0,757,0
327,73,19440419,8.0,758,0
328,73,19440419,12.0,758,0
329,73,19440419,16.0,757,0
330,73,19440420,8.0,759,0
331,73,19440420,12.0,760,0
332,73,19440420,16.0,758,0
333,73,19440421,8.0,760,0
334,73,19440421,12.0,760,0
335,73,19440421,16.0,759,0
336,73,19440422,8.0,758,0
337,73,19440422,12.0,758,0
338,73,19440422,16.0,757,0
339,73,19440423,8.0,758,0
340,73,19440423,12.0,758,0
341,73,19440423,16.0,758,0
342,73,19440424,8.0,760,0
343,73,19440424,12.0,760,0
344,73,19440424,16.0,758,0
345,73,19440425,8.0,758,0
346,73,19440425,12.0,759,0
347,73,19440425,16.0,758,0
348,73,19440426,8.0,758,0
349,73,19440426,12.0,759,0
350,73,19440426,16.0,758,0
351,73,19440427,8.0,757,0
352,73,19440427,12.0,758,0
353,73,19440427,16.0,757,0
354,73,19440428,8.0,758,0
355,73,19440428,12.0,758,0
356,73,19440428,16.0,757,0
357,73,19440429,8.0,757,0
358,73,19440429,12.0,758,0
359,73,19440429,16.0,755,0
360,73,19440430,8.0,755,0
361,73,19440430,12.0,756,0
362,73,19440430,16.0,756,0
363,73,19440501,8.0,755,0
364,73,19440501,12.0,756,0
365,73,19440501,16.0,760,0
366,73,19440502,8.0,760,0
367,73,19440502,12.0,761,0
368,73,19440502,16.0,760,0
369,73,19440503,8.0,760,0
370,73,19440503,12.0,761,0
371,73,19440503,16.0,759,0
372,73,19440504,8.0,760,0
373,73,19440504,12.0,760,0
374,73,19440504,16.0,759,0
375,73,19440505,8.0,760,0
376,73,19440505,12.0,761,0
377,73,19440505,16.0,760,0
378,73,19440506,8.0,761,0
379,73,19440506,12.0,760,0
380,73,19440506,16.0,760,0
381,73,19440507,8.0,761,0
382,73,19440507,12.0,761,0
383,73,19440507,16.0,760,0
384,73,19440508,8.0,761,0
385,73,19440508,12.0,760,0
386,73,19440508,16.0,759,0
387,73,19440509,8.0,760,0
388,73,19440509,12.0,760,0
389,73,19440509,16.0,759,0
390,73,19440510,8.0,760,0
391,73,19440510,12.0,760,0
392,73,19440510,16.0,760,0
393,73,19440511,8.0,760,0
394,73,19440511,12.0,760,0
395,73,19440511,16.0,760,0
396,73,19440512,8.0,760,0
397,73,19440512,12.0,760,0
398,73,19440512,16.0,760,0
399,73,19440513,8.0,760,0
400,73,19440513,12.0,760,0
401,73,19440513,16.0,760,0
402,73,19440514,8.0,760,0
403,73,19440514,12.0,760,0
404,73,19440514,16.0,760,0
405,73,19440515,8.0,760,0
406,73,19440515,12.0,760,0
407,73,19440515,16.0,759,0
408,73,19440516,8.0,759,0
409,73,19440516,12.0,760,0
410,73,19440516,16.0,758,0
411,73,19440517,8.0,758,0
412,73,19440517,12.0,759,0
413,73,19440517,16.0,758,0
414,73,19440518,8.0,758,0
415,73,19440518,12.0,759,0
416,73,19440518,16.0,758,0
417,73,19440519,8.0,758,0
418,73,19440519,12.0,758,0
419,73,19440519,16.0,757,0
420,73,19440520,8.0,758,0
421,73,19440520,12.0,758,0
422,73,19440520,16.0,757,0
423,73,19440521,8.0,758,0
424,73,19440521,12.0,759,0
425,73,19440521,16.0,759,0
426,73,19440522,8.0,760,0
427,73,19440522,12.0,760,0
428,73,19440522,16.0,759,0
429,73,19440523,8.0,760,0
430,73,19440523,12.0,760,0
431,73,19440523,16.0,760,0
432,73,19440524,8.0,760,0
433,73,19440524,12.0,761,0
434,73,19440524,16.0,760,0
435,73,19440525,8.0,761,0
436,73,19440525,12.0,761,0
437,73,19440525,16.0,760,0
438,73,19440526,8.0,761,0
439,73,19440526,12.0,761,0
440,73,19440526,16.0,760,0
441,73,19440527,8.0,761,0
442,73,19440527,12.0,761,0
443,73,19440527,16.0,760,0
444,73,19440528,8.0,760,0
445,73,19440528,12.0,760,0
446,73,19440528,16.0,760,0
447,73,19440529,8.0,760,0
448,73,19440529,12.0,760,0
449,73,19440529,16.0,760,0
450,73,19440530,8.0,760,0
451,73,19440530,12.0,760,0
452,73,19440530,16.0,760,0
453,73,19440531,8.0,760,0
454,73,19440531,12.0,760,0
455,73,19440531,16.0,759,0
456,73,19440601,8.0,760,0
457,73,19440601,12.0,762,0
458,73,19440601,16.0,760,0
459,73,19440602,8.0,760,0
460,73,19440602,12.0,760,0
461,73,19440602,16.0,760,0
462,73,19440603,8.0,760,0
463,73,19440603,12.0,760,0
464,73,19440603,16.0,760,0
465,73,19440604,8.0,760,0
466,73,19440604,12.0,760,0
467,73,19440604,16.0,760,0
468,73,19440605,8.0,760,0
469,73,19440605,12.0,760,0
470,73,19440605,16.0,759,0
471,73,19440606,8.0,760,0
472,73,19440606,12.0,760,0
473,73,19440606,16.0,759,0
474,73,19440607,8.0,759,0
475,73,19440607,12.0,760,0
476,73,19440607,16.0,759,0
477,73,19440608,8.0,759,0
478,73,19440608,12.0,760,0
479,73,19440608,16.0,760,0
480,73,19440609,8.0,761,0
481,73,19440609,12.0,761,0
482,73,19440609,16.0,760,0
483,73,19440610,8.0,760,0
484,73,19440610,12.0,761,0
485,73,19440610,16.0,760,0
486,73,19440611,8.0,760,0
487,73,19440611,12.0,760,0
488,73,19440611,16.0,759,0
489,73,19440612,8.0,760,0
490,73,19440612,12.0,760,0
491,73,19440612,16.0,759,0
492,73,19440613,8.0,760,0
493,73,19440613,12.0,760,0
494,73,19440613,16.0,760,0
495,73,19440614,8.0,759,0
496,73,19440614,12.0,759,0
497,73,19440614,16.0,758,0
498,73,19440615,8.0,758,0
499,73,19440615,12.0,758,0
500,73,19440615,16.0,757,0
501,73,19440616,8.0,759,0
502,73,19440616,12.0,759,0
503,73,19440616,16.0,759,0
504,73,19440617,8.0,760,0
505,73,19440617,12.0,761,0
506,73,19440617,16.0,760,0
507,73,19440618,8.0,760,0
508,73,19440618,12.0,760,0
509,73,19440618,16.0,760,0
510,73,19440619,8.0,760,0
511,73,19440619,12.0,760,0
512,73,19440619,16.0,759,0
513,73,19440620,8.0,759,0
514,73,19440620,12.0,760,0
515,73,19440620,16.0,759,0
516,73,19440621,8.0,760,0
517,73,19440621,12.0,761,0
518,73,19440621,16.0,760,0
519,73,19440622,8.0,759,0
520,73,19440622,12.0,760,0
521,73,19440622,16.0,759,0
522,73,19440623,8.0,759,0
523,73,19440623,12.0,759,0
524,73,19440623,16.0,758,0
525,73,19440624,8.0,758,0
526,73,19440624,12.0,758,0
527,73,19440624,16.0,758,0
528,73,19440625,8.0,759,0
529,73,19440625,12.0,759,0
530,73,19440625,16.0,759,0
531,73,19440626,8.0,760,0
532,73,19440626,12.0,760,0
533,73,19440626,16.0,760,0
534,73,19440627,8.0,759,0
535,73,19440627,12.0,759,0
536,73,19440627,16.0,758,0
537,73,19440628,8.0,758,0
538,73,19440628,12.0,758,0
539,73,19440628,16.0,757,0
540,73,19440629,8.0,759,0
541,73,19440629,12.0,759,0
542,73,19440629,16.0,759,0
543,73,19440630,8.0,760,0
544,73,19440630,12.0,760,0
545,73,19440630,16.0,759,0
546,73,19440701,8.0,760,0
547,73,19440701,12.0,759,0
548,73,19440701,16.0,759,0
549,73,19440702,8.0,760,0
550,73,19440702,12.0,759,0
551,73,19440702,16.0,759,0
552,73,19440703,8.0,760,0
553,73,19440703,12.0,759,0
554,73,19440703,16.0,759,0
555,73,19440704,8.0,759,0
556,73,19440704,12.0,759,0
557,73,19440704,16.0,758,0
558,73,19440705,8.0,760,0
559,73,19440705,12.0,759,0
560,73,19440705,16.0,758,0
561,73,19440706,8.0,759,0
562,73,19440706,12.0,759,0
563,73,19440706,16.0,758,0
564,73,19440707,8.0,759,0
565,73,19440707,12.0,759,0
566,73,19440707,16.0,758,0
567,73,19440708,8.0,759,0
568,73,19440708,12.0,759,0
569,73,19440708,16.0,758,0
570,73,19440709,8.0,759,0
571,73,19440709,12.0,759,0
572,73,19440709,16.0,759,0
573,73,19440710,8.0,760,0
574,73,19440710,12.0,760,0
575,73,19440710,16.0,759,0
576,73,19440711,8.0,759,0
577,73,19440711,12.0,760,0
578,73,19440711,16.0,759,0
579,73,19440712,8.0,759,0
580,73,19440712,12.0,760,0
581,73,19440712,16.0,760,0
582,73,19440713,8.0,761,0
583,73,19440713,12.0,761,0
584,73,19440713,16.0,760,0
585,73,19440714,8.0,761,0
586,73,19440714,12.0,761,0
587,73,19440714,16.0,760,0
588,73,19440715,8.0,760,0
589,73,19440715,12.0,760,0
590,73,19440715,16.0,760,0
591,73,19440716,8.0,760,0
592,73,19440716,12.0,759,0
593,73,19440716,16.0,759,0
594,73,19440717,8.0,760,0
595,73,19440717,12.0,760,0
596,73,19440717,16.0,760,0
597,73,19440718,8.0,760,0
598,73,19440718,12.0,761,0
599,73,19440718,16.0,760,0
600,73,19440719,8.0,761,0
601,73,19440719,12.0,761,0
602,73,19440719,16.0,760,0
603,73,19440720,8.0,760,0
604,73,19440720,12.0,760,0
605,73,19440720,16.0,759,0
606,73,19440721,8.0,760,0
607,73,19440721,12.0,760,0
608,73,19440721,16.0,759,0
609,73,19440722,8.0,759,0
610,73,19440722,12.0,760,0
611,73,19440722,16.0,759,0
612,73,19440723,8.0,760,0
613,73,19440723,12.0,759,0
614,73,19440723,16.0,758,0
615,73,19440724,8.0,760,0
616,73,19440724,12.0,760,0
617,73,19440724,16.0,760,0
618,73,19440725,8.0,761,0
619,73,19440725,12.0,761,0
620,73,19440725,16.0,761,0
621,73,19440726,8.0,761,0
622,73,19440726,12.0,762,0
623,73,19440726,16.0,761,0
624,73,19440727,8.0,761,0
625,73,19440727,12.0,762,0
626,73,19440727,16.0,761,0
627,73,19440728,8.0,762,0
628,73,19440728,12.0,763,0
629,73,19440728,16.0,762,0
630,73,19440729,8.0,762,0
631,73,19440729,12.0,763,0
632,73,19440729,16.0,762,0
633,73,19440730,8.0,762,0
634,73,19440730,12.0,762,0
635,73,19440730,16.0,761,0
636,73,19440731,8.0,760,0
637,73,19440731,12.0,760,0
638,73,19440731,16.0,759,0
639,73,19440801,8.0,760,0
640,73,19440801,12.0,761,0
641,73,19440801,16.0,760,0
642,73,19440802,8.0,760,0
643,73,19440802,12.0,760,0
644,73,19440802,16.0,759,0
645,73,19440803,8.0,760,0
646,73,19440803,12.0,760,0
647,73,19440803,16.0,759,0
648,73,19440804,8.0,760,0
649,73,19440804,12.0,759,0
650,73,19440804,16.0,758,0
651,73,19440805,8.0,758,0
652,73,19440805,12.0,758,0
653,73,19440805,16.0,759,0
654,73,19440806,8.0,759,0
655,73,19440806,12.0,759,0
656,73,19440806,16.0,758,0
657,73,19440807,8.0,760,0
658,73,19440807,12.0,760,0
659,73,19440807,16.0,758,0
660,73,19440808,8.0,760,0
661,73,19440808,12.0,760,0
662,73,19440808,16.0,759,0
663,73,19440809,8.0,759,0
664,73,19440809,12.0,759,0
665,73,19440809,16.0,758,0
666,73,19440810,8.0,758,0
667,73,19440810,12.0,758,0
668,73,19440810,16.0,757,0
669,73,19440811,8.0,758,0
670,73,19440811,12.0,758,0
671,73,19440811,16.0,757,0
672,73,19440812,8.0,758,0
673,73,19440812,12.0,758,0
674,73,19440812,16.0,758,0
675,73,19440813,8.0,758,0
676,73,19440813,12.0,759,0
677,73,19440813,16.0,758,0
678,73,19440814,8.0,759,0
679,73,19440814,12.0,760,0
680,73,19440814,16.0,758,0
681,73,19440815,8.0,761,0
682,73,19440815,12.0,761,0
683,73,19440815,16.0,760,0
684,73,19440816,8.0,760,0
685,73,19440816,12.0,761,0
686,73,19440816,16.0,760,0
687,73,19440817,8.0,759,0
688,73,19440817,12.0,759,0
689,73,19440817,16.0,759,0
690,73,19440818,8.0,758,0
691,73,19440818,12.0,760,0
692,73,19440818,16.0,760,0
693,73,19440819,8.0,760,0
694,73,19440819,12.0,760,0
695,73,19440819,16.0,760,0
696,73,19440820,8.0,760,0
697,73,19440820,12.0,760,0
698,73,19440820,16.0,760,0
699,73,19440821,8.0,760,0
700,73,19440821,12.0,759,0
701,73,19440821,16.0,759,0
702,73,19440822,8.0,759,0
703,73,19440822,12.0,759,0
704,73,19440822,16.0,758,0
705,73,19440823,8.0,758,0
706,73,19440823,12.0,758,0
707,73,19440823,16.0,758,0
708,73,19440824,8.0,759,0
709,73,19440824,12.0,759,0
710,73,19440824,16.0,758,0
711,73,19440825,8.0,759,0
712,73,19440825,12.0,759,0
713,73,19440825,16.0,758,0
714,73,19440826,8.0,760,0
715,73,19440826,12.0,759,0
716,73,19440826,16.0,758,0
717,73,19440827,8.0,759,0
718,73,19440827,12.0,758,0
719,73,19440827,16.0,758,0
720,73,19440828,8.0,759,0
721,73,19440828,12.0,760,0
722,73,19440828,16.0,759,0
723,73,19440829,8.0,760,0
724,73,19440829,12.0,760,0
725,73,19440829,16.0,760,0
726,73,19440830,8.0,760,0
727,73,19440830,12.0,761,0
728,73,19440830,16.0,760,0
729,73,19440831,8.0,761,0
730,73,19440831,12.0,761,0
731,73,19440831,16.0,760,0
732,73,19440901,8.0,761,0
733,73,19440901,12.0,760,0
734,73,19440901,16.0,760,0
735,73,19440902,8.0,760,0
736,73,19440902,12.0,760,0
737,73,19440902,16.0,759,0
738,73,19440903,8.0,759,0
739,73,19440903,12.0,759,0
740,73,19440903,16.0,759,0
741,73,19440904,8.0,760,0
742,73,19440904,12.0,760,0
743,73,19440904,16.0,760,0
744,73,19440905,8.0,760,0
745,73,19440905,12.0,761,0
746,73,19440905,16.0,760,0
747,73,19440906,8.0,761,0
748,73,19440906,12.0,761,0
749,73,19440906,16.0,761,0
750,73,19440907,8.0,761,0
751,73,19440907,12.0,762,0
752,73,19440907,16.0,761,0
753,73,19440908,8.0,760,0
754,73,19440908,12.0,759,0
755,73,19440908,16.0,758,0
756,73,19440909,8.0,758,0
757,73,19440909,12.0,759,0
758,73,19440909,16.0,758,0
759,73,19440910,8.0,759,0
760,73,19440910,12.0,759,0
761,73,19440910,16.0,759,0
762,73,19440911,8.0,760,0
763,73,19440911,12.0,760,0
764,73,19440911,16.0,759,0
765,73,19440912,8.0,759,0
766,73,19440912,12.0,760,0
767,73,19440912,16.0,759,0
768,73,19440913,8.0,760,0
769,73,19440913,12.0,760,0
770,73,19440913,16.0,759,0
771,73,19440914,8.0,760,0
772,73,19440914,12.0,760,0
773,73,19440914,16.0,759,0
774,73,19440915,8.0,760,0
775,73,19440915,12.0,760,0
776,73,19440915,16.0,759,0
777,73,19440916,8.0,759,0
778,73,19440916,12.0,760,0
779,73,19440916,16.0,759,0
780,73,19440917,8.0,760,0
781,73,19440917,12.0,761,0
782,73,19440917,16.0,760,0
783,73,19440918,8.0,760,0
784,73,19440918,12.0,760,0
785,73,19440918,16.0,759,0
786,73,19440919,8.0,759,0
787,73,19440919,12.0,760,0
788,73,19440919,16.0,759,0
789,73,19440920,8.0,760,0
790,73,19440920,12.0,760,0
791,73,19440920,16.0,759,0
792,73,19440921,8.0,761,0
793,73,19440921,12.0,761,0
794,73,19440921,16.0,761,0
795,73,19440922,8.0,761,0
796,73,19440922,12.0,761,0
797,73,19440922,16.0,760,0
798,73,19440923,8.0,761,0
799,73,19440923,12.0,760,0
800,73,19440923,16.0,760,0
801,73,19440924,8.0,761,0
802,73,19440924,12.0,759,0
803,73,19440924,16.0,759,0
804,73,19440925,8.0,760,0
805,73,19440925,12.0,760,0
806,73,19440925,16.0,759,0
807,73,19440926,8.0,760,0
808,73,19440926,12.0,760,0
809,73,19440926,16.0,759,0
810,73,19440927,8.0,759,0
811,73,19440927,12.0,759,0
812,73,19440927,16.0,759,0
813,73,19440928,8.0,760,0
814,73,19440928,12.0,759,0
815,73,19440928,16.0,759,0
816,73,19440929,8.0,759,0
817,73,19440929,12.0,758,0
818,73,19440929,16.0,758,0
819,73,19440930,8.0,759,0
820,73,19440930,12.0,758,0
821,73,19440930,16.0,758,0
822,73,19441001,8.0,—,7
823,73,19441001,12.0,—,7
824,73,19441001,16.0,—,7
825,73,19441002,8.0,—,7
826,73,19441002,12.0,—,7
827,73,19441002,16.0,—,7
828,73,19441003,8.0,—,7
829,73,19441003,12.0,—,7
830,73,19441003,16.0,—,7
831,73,19441004,8.0,—,7
832,73,19441004,12.0,—,7
833,73,19441004,16.0,—,7
834,73,19441005,8.0,—,7
835,73,19441005,12.0,—,7
836,73,19441005,16.0,—,7
837,73,19441006,8.0,—,7
838,73,19441006,12.0,—,7
839,73,19441006,16.0,—,7
840,73,19441007,8.0,—,7
841,73,19441007,12.0,—,7
842,73,19441007,16.0,—,7
843,73,19441008,8.0,—,7
844,73,19441008,12.0,—,7
845,73,19441008,16.0,—,7
846,73,19441009,8.0,—,7
847,73,19441009,12.0,—,7
848,73,19441009,16.0,—,7
849,73,19441010,8.0,—,7
850,73,19441010,12.0,—,7
851,73,19441010,16.0,—,7
852,73,19441011,8.0,—,7
853,73,19441011,12.0,—,7
854,73,19441011,16.0,—,7
855,73,19441012,8.0,—,7
856,73,19441012,12.0,—,7
857,73,19441012,16.0,—,7
858,73,19441013,8.0,—,7
859,73,19441013,12.0,—,7
860,73,19441013,16.0,—,7
861,73,19441014,8.0,—,7
862,73,19441014,12.0,—,7
863,73,19441014,16.0,—,7
864,73,19441015,8.0,—,7
865,73,19441015,12.0,—,7
866,73,19441015,16.0,—,7
867,73,19441016,8.0,—,7
868,73,19441016,12.0,—,7
869,73,19441016,16.0,—,7
870,73,19441017,8.0,—,7
871,73,19441017,12.0,—,7
