,Stn,Datum,Niveau,Rd,qRd
0,73,19440101,1,0,0
1,73,19440102,1,0,0
2,73,19440103,1,14,0
3,73,19440104,1,0,0
4,73,19440105,1,0,0
5,73,19440106,1,24,0
6,73,19440107,1,0,0
7,73,19440108,1,0,0
8,73,19440109,1,0,0
9,73,19440110,1,0,0
10,73,19440111,1,0,0
11,73,19440112,1,0,0
12,73,19440113,1,0,0
13,73,19440114,1,0,0
14,73,19440115,1,10,0
15,73,19440116,1,57,0
16,73,19440117,1,37,0
17,73,19440118,1,82,0
18,73,19440119,1,0,0
19,73,19440120,1,0,0
20,73,19440121,1,0,0
21,73,19440122,1,18,0
22,73,19440123,1,0,0
23,73,19440124,1,0,0
24,73,19440125,1,2,0
25,73,19440126,1,0,0
26,73,19440127,1,0,0
27,73,19440128,1,310,0
28,73,19440129,1,165,0
29,73,19440130,1,0,0
30,73,19440131,1,0,0
31,73,19440201,1,19,0
32,73,19440202,1,0,0
33,73,19440203,1,0,0
34,73,19440204,1,0,0
35,73,19440205,1,0,0
36,73,19440206,1,298,0
37,73,19440207,1,0,0
38,73,19440208,1,68,0
39,73,19440209,1,0,0
40,73,19440210,1,21,0
41,73,19440211,1,0,0
42,73,19440212,1,0,0
43,73,19440213,1,9,0
44,73,19440214,1,15,0
45,73,19440215,1,20,0
46,73,19440216,1,38,0
47,73,19440217,1,0,0
48,73,19440218,1,0,0
49,73,19440219,1,0,0
50,73,19440220,1,30,0
51,73,19440221,1,0,0
52,73,19440222,1,0,0
53,73,19440223,1,0,0
54,73,19440224,1,0,0
55,73,19440225,1,0,0
56,73,19440226,1,0,0
57,73,19440227,1,0,0
58,73,19440228,1,0,0
59,73,19440229,1,0,0
60,73,19440301,1,0,0
61,73,19440302,1,0,0
62,73,19440303,1,0,0
63,73,19440304,1,0,0
64,73,19440305,1,0,0
65,73,19440306,1,0,0
66,73,19440307,1,0,0
67,73,19440308,1,0,0
68,73,19440309,1,0,0
69,73,19440310,1,0,0
70,73,19440311,1,0,0
71,73,19440312,1,34,0
72,73,19440313,1,0,0
73,73,19440314,1,0,0
74,73,19440315,1,0,0
75,73,19440316,1,0,0
76,73,19440317,1,0,0
77,73,19440318,1,0,0
78,73,19440319,1,0,0
79,73,19440320,1,0,0
80,73,19440321,1,0,0
81,73,19440322,1,0,0
82,73,19440323,1,0,0
83,73,19440324,1,0,0
84,73,19440325,1,0,0
85,73,19440326,1,0,0
86,73,19440327,1,0,0
87,73,19440328,1,8,0
88,73,19440329,1,0,0
89,73,19440330,1,0,0
90,73,19440331,1,0,0
91,73,19440401,1,0,0
92,73,19440402,1,0,0
93,73,19440403,1,0,0
94,73,19440404,1,0,0
95,73,19440405,1,0,0
96,73,19440406,1,0,0
97,73,19440407,1,0,0
98,73,19440408,1,0,0
99,73,19440409,1,0,0
100,73,19440410,1,0,0
101,73,19440411,1,0,0
102,73,19440412,1,0,0
103,73,19440413,1,0,0
104,73,19440414,1,0,0
105,73,19440415,1,0,0
106,73,19440416,1,35,0
107,73,19440417,1,0,0
108,73,19440418,1,44,0
109,73,19440419,1,0,0
110,73,19440420,1,0,0
111,73,19440421,1,0,0
112,73,19440422,1,0,0
113,73,19440423,1,0,0
