,Stn,Datum,Tijd,P,qP
160,73,19460223,12.0,—,7
161,73,19460223,16.0,—,7
162,73,19460224,8.0,—,7
163,73,19460224,12.0,—,7
164,73,19460224,16.0,—,7
165,73,19460225,8.0,—,7
166,73,19460225,12.0,—,7
167,73,19460225,16.0,—,7
168,73,19460226,8.0,—,7
169,73,19460226,12.0,—,7
170,73,19460226,16.0,—,7
171,73,19460227,8.0,—,7
172,73,19460227,12.0,—,7
173,73,19460227,16.0,—,7
174,73,19460228,8.0,—,7
175,73,19460228,12.0,—,7
176,73,19460228,16.0,—,7
177,73,19460301,8.0,—,7
178,73,19460301,12.0,—,7
179,73,19460301,16.0,—,7
180,73,19460302,8.0,—,7
181,73,19460302,12.0,—,7
182,73,19460302,16.0,—,7
183,73,19460303,8.0,—,7
184,73,19460303,12.0,—,7
185,73,19460303,16.0,—,7
186,73,19460304,8.0,—,7
187,73,19460304,12.0,—,7
188,73,19460304,16.0,—,7
189,73,19460305,8.0,—,7
190,73,19460305,12.0,—,7
191,73,19460305,16.0,—,7
192,73,19460306,8.0,—,7
193,73,19460306,12.0,—,7
194,73,19460306,16.0,—,7
195,73,19460307,8.0,—,7
196,73,19460307,12.0,—,7
197,73,19460307,16.0,—,7
198,73,19460308,8.0,—,7
199,73,19460308,12.0,—,7
200,73,19460308,16.0,—,7
201,73,19460309,8.0,—,7
202,73,19460309,12.0,—,7
203,73,19460309,16.0,—,7
204,73,19460310,8.0,—,7
205,73,19460310,12.0,—,7
206,73,19460310,16.0,—,7
207,73,19460311,8.0,—,7
208,73,19460311,12.0,—,7
209,73,19460311,16.0,—,7
210,73,19460312,8.0,—,7
211,73,19460312,12.0,—,7
212,73,19460312,16.0,—,7
213,73,19460313,8.0,—,7
214,73,19460313,12.0,—,7
215,73,19460313,16.0,—,7
216,73,19460314,8.0,—,7
217,73,19460314,12.0,—,7
218,73,19460314,16.0,—,7
219,73,19460315,8.0,—,7
220,73,19460315,12.0,—,7
221,73,19460315,16.0,—,7
222,73,19460316,8.0,—,7
223,73,19460316,12.0,—,7
224,73,19460316,16.0,—,7
225,73,19460317,8.0,—,7
226,73,19460317,12.0,—,7
227,73,19460317,16.0,—,7
228,73,19460318,8.0,—,7
229,73,19460318,12.0,—,7
230,73,19460318,16.0,—,7
231,73,19460319,8.0,—,7
232,73,19460319,12.0,—,7
233,73,19460319,16.0,—,7
234,73,19460320,8.0,—,7
235,73,19460320,12.0,—,7
236,73,19460320,16.0,—,7
237,73,19460321,8.0,—,7
238,73,19460321,12.0,—,7
239,73,19460321,16.0,—,7
240,73,19460322,8.0,—,7
241,73,19460322,12.0,—,7
242,73,19460322,16.0,—,7
243,73,19460323,8.0,—,7
244,73,19460323,12.0,—,7
245,73,19460323,16.0,—,7
246,73,19460324,8.0,—,7
247,73,19460324,12.0,—,7
248,73,19460324,16.0,—,7
249,73,19460325,8.0,—,7
250,73,19460325,12.0,—,7
251,73,19460325,16.0,—,7
252,73,19460326,8.0,—,7
253,73,19460326,12.0,—,7
254,73,19460326,16.0,—,7
255,73,19460327,8.0,—,7
256,73,19460327,12.0,—,7
257,73,19460327,16.0,—,7
258,73,19460328,8.0,—,7
259,73,19460328,12.0,—,7
260,73,19460328,16.0,—,7
261,73,19460329,8.0,—,7
262,73,19460329,12.0,—,7
263,73,19460329,16.0,—,7
264,73,19460330,8.0,—,7
265,73,19460330,12.0,—,7
266,73,19460330,16.0,—,7
267,73,19460331,8.0,—,7
268,73,19460331,12.0,—,7
269,73,19460331,16.0,—,7
270,73,19460401,8.0,—,7
271,73,19460401,12.0,—,7
272,73,19460401,16.0,—,7
273,73,19460402,8.0,—,7
274,73,19460402,12.0,—,7
275,73,19460402,16.0,—,7
276,73,19460403,8.0,—,7
277,73,19460403,12.0,—,7
278,73,19460403,16.0,—,7
279,73,19460404,8.0,—,7
280,73,19460404,12.0,—,7
281,73,19460404,16.0,—,7
282,73,19460405,8.0,—,7
283,73,19460405,12.0,—,7
284,73,19460405,16.0,—,7
285,73,19460406,8.0,—,7
286,73,19460406,12.0,—,7
287,73,19460406,16.0,—,7
288,73,19460407,8.0,—,7
289,73,19460407,12.0,—,7
290,73,19460407,16.0,—,7
291,73,19460408,8.0,—,7
292,73,19460408,12.0,—,7
293,73,19460408,16.0,—,7
294,73,19460409,8.0,—,7
295,73,19460409,12.0,—,7
296,73,19460409,16.0,—,7
297,73,19460410,8.0,—,7
298,73,19460410,12.0,—,7
299,73,19460410,16.0,—,7
300,73,19460411,8.0,—,7
301,73,19460411,12.0,—,7
302,73,19460411,16.0,—,7
303,73,19460412,8.0,—,7
304,73,19460412,12.0,—,7
305,73,19460412,16.0,—,7
306,73,19460413,8.0,—,7
307,73,19460413,12.0,—,7
308,73,19460413,16.0,—,7
309,73,19460414,8.0,—,7
310,73,19460414,12.0,—,7
311,73,19460414,16.0,—,7
312,73,19460415,8.0,—,7
313,73,19460415,12.0,—,7
314,73,19460415,16.0,—,7
315,73,19460416,8.0,—,7
316,73,19460416,12.0,—,7
317,73,19460416,16.0,—,7
318,73,19460417,8.0,—,7
319,73,19460417,12.0,—,7
320,73,19460417,16.0,—,7
321,73,19460418,8.0,—,7
322,73,19460418,12.0,—,7
323,73,19460418,16.0,—,7
324,73,19460419,8.0,—,7
325,73,19460419,12.0,—,7
326,73,19460419,16.0,—,7
327,73,19460420,8.0,—,7
328,73,19460420,12.0,—,7
329,73,19460420,16.0,—,7
330,73,19460421,8.0,—,7
331,73,19460421,12.0,—,7
332,73,19460421,16.0,—,7
333,73,19460422,8.0,—,7
334,73,19460422,12.0,—,7
335,73,19460422,16.0,—,7
336,73,19460423,8.0,—,7
337,73,19460423,12.0,—,7
338,73,19460423,16.0,—,7
339,73,19460424,8.0,—,7
340,73,19460424,12.0,—,7
341,73,19460424,16.0,—,7
342,73,19460425,8.0,—,7
343,73,19460425,12.0,—,7
344,73,19460425,16.0,—,7
345,73,19460426,8.0,—,7
346,73,19460426,12.0,—,7
347,73,19460426,16.0,—,7
348,73,19460427,8.0,—,7
349,73,19460427,12.0,—,7
350,73,19460427,16.0,—,7
351,73,19460428,8.0,—,7
352,73,19460428,12.0,—,7
353,73,19460428,16.0,—,7
354,73,19460429,8.0,—,7
355,73,19460429,12.0,—,7
356,73,19460429,16.0,—,7
357,73,19460430,8.0,—,7
358,73,19460430,12.0,—,7
359,73,19460430,16.0,—,7
360,73,19460501,8.0,—,7
361,73,19460501,12.0,—,7
362,73,19460501,16.0,—,7
363,73,19460502,8.0,—,7
364,73,19460502,12.0,—,7
365,73,19460502,16.0,—,7
366,73,19460503,8.0,—,7
367,73,19460503,12.0,—,7
368,73,19460503,16.0,—,7
369,73,19460504,8.0,—,7
370,73,19460504,12.0,—,7
371,73,19460504,16.0,—,7
372,73,19460505,8.0,—,7
373,73,19460505,12.0,—,7
374,73,19460505,16.0,—,7
375,73,19460506,8.0,—,7
376,73,19460506,12.0,—,7
377,73,19460506,16.0,—,7
378,73,19460507,8.0,—,7
379,73,19460507,12.0,—,7
380,73,19460507,16.0,—,7
381,73,19460508,8.0,—,7
382,73,19460508,12.0,—,7
383,73,19460508,16.0,—,7
384,73,19460509,8.0,—,7
385,73,19460509,12.0,—,7
386,73,19460509,16.0,—,7
387,73,19460510,8.0,—,7
388,73,19460510,12.0,—,7
389,73,19460510,16.0,—,7
390,73,19460511,8.0,—,7
391,73,19460511,12.0,—,7
392,73,19460511,16.0,—,7
393,73,19460512,8.0,—,7
394,73,19460512,12.0,—,7
395,73,19460512,16.0,—,7
396,73,19460513,8.0,—,7
397,73,19460513,12.0,—,7
398,73,19460513,16.0,—,7
399,73,19460514,8.0,—,7
400,73,19460514,12.0,—,7
401,73,19460514,16.0,—,7
402,73,19460515,8.0,—,7
403,73,19460515,12.0,—,7
404,73,19460515,16.0,—,7
405,73,19460516,8.0,—,7
406,73,19460516,12.0,—,7
407,73,19460516,16.0,—,7
408,73,19460517,8.0,—,7
409,73,19460517,12.0,—,7
410,73,19460517,16.0,—,7
411,73,19460518,8.0,—,7
412,73,19460518,12.0,—,7
413,73,19460518,16.0,—,7
414,73,19460519,8.0,—,7
415,73,19460519,12.0,—,7
416,73,19460519,16.0,—,7
417,73,19460520,8.0,—,7
418,73,19460520,12.0,—,7
419,73,19460520,16.0,—,7
420,73,19460521,8.0,—,7
421,73,19460521,12.0,—,7
422,73,19460521,16.0,—,7
423,73,19460522,8.0,—,7
424,73,19460522,12.0,—,7
425,73,19460522,16.0,—,7
426,73,19460523,8.0,—,7
427,73,19460523,12.0,—,7
428,73,19460523,16.0,—,7
429,73,19460524,8.0,—,7
430,73,19460524,12.0,—,7
431,73,19460524,16.0,—,7
432,73,19460525,8.0,—,7
433,73,19460525,12.0,—,7
434,73,19460525,16.0,—,7
435,73,19460526,8.0,—,7
436,73,19460526,12.0,—,7
437,73,19460526,16.0,—,7
438,73,19460527,8.0,—,7
439,73,19460527,12.0,—,7
440,73,19460527,16.0,—,7
441,73,19460528,8.0,—,7
442,73,19460528,12.0,—,7
443,73,19460528,16.0,—,7
444,73,19460529,8.0,—,7
445,73,19460529,12.0,—,7
446,73,19460529,16.0,—,7
447,73,19460530,8.0,—,7
448,73,19460530,12.0,—,7
449,73,19460530,16.0,—,7
450,73,19460531,8.0,—,7
451,73,19460531,12.0,—,7
452,73,19460531,16.0,—,7
453,73,19460601,8.0,—,7
454,73,19460601,12.0,—,7
455,73,19460601,16.0,—,7
456,73,19460602,8.0,—,7
457,73,19460602,12.0,—,7
458,73,19460602,16.0,—,7
459,73,19460603,8.0,—,7
460,73,19460603,12.0,—,7
461,73,19460603,16.0,—,7
462,73,19460604,8.0,—,7
463,73,19460604,12.0,—,7
464,73,19460604,16.0,—,7
465,73,19460605,8.0,—,7
466,73,19460605,12.0,—,7
467,73,19460605,16.0,—,7
468,73,19460606,8.0,—,7
469,73,19460606,12.0,—,7
470,73,19460606,16.0,—,7
471,73,19460607,8.0,—,7
472,73,19460607,12.0,—,7
473,73,19460607,16.0,—,7
474,73,19460608,8.0,—,7
475,73,19460608,12.0,—,7
476,73,19460608,16.0,—,7
477,73,19460609,8.0,—,7
478,73,19460609,12.0,—,7
479,73,19460609,16.0,—,7
480,73,19460610,8.0,—,7
481,73,19460610,12.0,—,7
482,73,19460610,16.0,—,7
483,73,19460611,8.0,—,7
484,73,19460611,12.0,—,7
485,73,19460611,16.0,—,7
486,73,19460612,8.0,—,7
487,73,19460612,12.0,—,7
488,73,19460612,16.0,—,7
489,73,19460613,8.0,—,7
490,73,19460613,12.0,—,7
491,73,19460613,16.0,—,7
492,73,19460614,8.0,—,7
493,73,19460614,12.0,—,7
494,73,19460614,16.0,—,7
495,73,19460615,8.0,—,7
496,73,19460615,12.0,—,7
497,73,19460615,16.0,—,7
498,73,19460616,8.0,—,7
499,73,19460616,12.0,—,7
500,73,19460616,16.0,—,7
501,73,19460617,8.0,—,7
502,73,19460617,12.0,—,7
503,73,19460617,16.0,—,7
504,73,19460618,8.0,—,7
505,73,19460618,12.0,—,7
506,73,19460618,16.0,—,7
507,73,19460619,8.0,—,7
508,73,19460619,12.0,—,7
509,73,19460619,16.0,—,7
510,73,19460620,8.0,—,7
511,73,19460620,12.0,—,7
512,73,19460620,16.0,—,7
513,73,19460621,8.0,—,7
514,73,19460621,12.0,—,7
515,73,19460621,16.0,—,7
516,73,19460622,8.0,—,7
517,73,19460622,12.0,—,7
518,73,19460622,16.0,—,7
519,73,19460623,8.0,—,7
520,73,19460623,12.0,—,7
521,73,19460623,16.0,—,7
522,73,19460624,8.0,—,7
523,73,19460624,12.0,—,7
524,73,19460624,16.0,—,7
525,73,19460625,8.0,—,7
526,73,19460625,12.0,—,7
527,73,19460625,16.0,—,7
528,73,19460626,8.0,—,7
529,73,19460626,12.0,—,7
530,73,19460626,16.0,—,7
531,73,19460627,8.0,—,7
532,73,19460627,12.0,—,7
533,73,19460627,16.0,—,7
534,73,19460628,8.0,—,7
535,73,19460628,12.0,—,7
536,73,19460628,16.0,—,7
537,73,19460629,8.0,—,7
538,73,19460629,12.0,—,7
539,73,19460629,16.0,—,7
540,73,19460630,8.0,—,7
541,73,19460630,12.0,—,7
542,73,19460630,16.0,—,7
543,73,19460701,8.0,—,7
544,73,19460701,12.0,—,7
545,73,19460701,16.0,—,7
546,73,19460702,8.0,—,7
547,73,19460702,12.0,—,7
548,73,19460702,16.0,—,7
549,73,19460703,8.0,—,7
550,73,19460703,12.0,—,7
551,73,19460703,16.0,—,7
552,73,19460704,8.0,—,7
553,73,19460704,12.0,—,7
554,73,19460704,16.0,—,7
555,73,19460705,8.0,—,7
556,73,19460705,12.0,—,7
557,73,19460705,16.0,—,7
558,73,19460706,8.0,—,7
559,73,19460706,12.0,—,7
560,73,19460706,16.0,—,7
561,73,19460707,8.0,—,7
562,73,19460707,12.0,—,7
563,73,19460707,16.0,—,7
564,73,19460708,8.0,—,7
565,73,19460708,12.0,—,7
566,73,19460708,16.0,—,7
567,73,19460709,8.0,—,7
568,73,19460709,12.0,—,7
569,73,19460709,16.0,—,7
570,73,19460710,8.0,—,7
571,73,19460710,12.0,—,7
572,73,19460710,16.0,—,7
573,73,19460711,8.0,—,7
574,73,19460711,12.0,—,7
575,73,19460711,16.0,—,7
576,73,19460712,8.0,—,7
577,73,19460712,12.0,—,7
578,73,19460712,16.0,—,7
579,73,19460713,8.0,—,7
580,73,19460713,12.0,—,7
581,73,19460713,16.0,—,7
582,73,19460714,8.0,—,7
583,73,19460714,12.0,—,7
584,73,19460714,16.0,—,7
585,73,19460715,8.0,—,7
586,73,19460715,12.0,—,7
587,73,19460715,16.0,—,7
588,73,19460716,8.0,—,7
589,73,19460716,12.0,—,7
590,73,19460716,16.0,—,7
591,73,19460717,8.0,—,7
592,73,19460717,12.0,—,7
593,73,19460717,16.0,—,7
594,73,19460718,8.0,—,7
595,73,19460718,12.0,—,7
596,73,19460718,16.0,—,7
597,73,19460719,8.0,—,7
598,73,19460719,12.0,—,7
599,73,19460719,16.0,—,7
600,73,19460720,8.0,—,7
601,73,19460720,12.0,—,7
602,73,19460720,16.0,—,7
603,73,19460721,8.0,—,7
604,73,19460721,12.0,—,7
605,73,19460721,16.0,—,7
606,73,19460722,8.0,—,7
607,73,19460722,12.0,—,7
608,73,19460722,16.0,—,7
609,73,19460723,8.0,—,7
610,73,19460723,12.0,—,7
611,73,19460723,16.0,—,7
612,73,19460724,8.0,—,7
613,73,19460724,12.0,—,7
614,73,19460724,16.0,—,7
615,73,19460725,8.0,—,7
616,73,19460725,12.0,—,7
617,73,19460725,16.0,—,7
618,73,19460726,8.0,—,7
619,73,19460726,12.0,—,7
620,73,19460726,16.0,—,7
621,73,19460727,8.0,—,7
622,73,19460727,12.0,—,7
623,73,19460727,16.0,—,7
624,73,19460728,8.0,—,7
625,73,19460728,12.0,—,7
626,73,19460728,16.0,—,7
627,73,19460729,8.0,—,7
628,73,19460729,12.0,—,7
629,73,19460729,16.0,—,7
630,73,19460730,8.0,—,7
631,73,19460730,12.0,—,7
632,73,19460730,16.0,—,7
633,73,19460731,8.0,—,7
634,73,19460731,12.0,—,7
635,73,19460731,16.0,—,7
636,73,19460801,8.0,—,7
637,73,19460801,12.0,—,7
638,73,19460801,16.0,—,7
639,73,19460802,8.0,—,7
640,73,19460802,12.0,—,7
641,73,19460802,16.0,—,7
642,73,19460803,8.0,—,7
643,73,19460803,12.0,—,7
644,73,19460803,16.0,—,7
645,73,19460804,8.0,—,7
646,73,19460804,12.0,—,7
647,73,19460804,16.0,—,7
648,73,19460805,8.0,—,7
649,73,19460805,12.0,—,7
650,73,19460805,16.0,—,7
651,73,19460806,8.0,—,7
652,73,19460806,12.0,—,7
653,73,19460806,16.0,—,7
654,73,19460807,8.0,—,7
655,73,19460807,12.0,—,7
656,73,19460807,16.0,—,7
657,73,19460808,8.0,—,7
658,73,19460808,12.0,—,7
659,73,19460808,16.0,—,7
660,73,19460809,8.0,—,7
661,73,19460809,12.0,—,7
662,73,19460809,16.0,—,7
663,73,19460810,8.0,—,7
664,73,19460810,12.0,—,7
665,73,19460810,16.0,—,7
666,73,19460811,8.0,—,7
667,73,19460811,12.0,—,7
668,73,19460811,16.0,—,7
669,73,19460812,8.0,—,7
670,73,19460812,12.0,—,7
671,73,19460812,16.0,—,7
672,73,19460813,8.0,—,7
673,73,19460813,12.0,—,7
674,73,19460813,16.0,—,7
675,73,19460814,8.0,—,7
676,73,19460814,12.0,—,7
677,73,19460814,16.0,—,7
678,73,19460815,8.0,—,7
679,73,19460815,12.0,—,7
680,73,19460815,16.0,—,7
681,73,19460816,8.0,—,7
682,73,19460816,12.0,—,7
683,73,19460816,16.0,—,7
684,73,19460817,8.0,—,7
685,73,19460817,12.0,—,7
686,73,19460817,16.0,—,7
687,73,19460818,8.0,—,7
688,73,19460818,12.0,—,7
689,73,19460818,16.0,—,7
690,73,19460819,8.0,—,7
691,73,19460819,12.0,—,7
692,73,19460819,16.0,—,7
693,73,19460820,8.0,—,7
694,73,19460820,12.0,—,7
695,73,19460820,16.0,—,7
696,73,19460821,8.0,—,7
697,73,19460821,12.0,—,7
698,73,19460821,16.0,—,7
699,73,19460822,8.0,—,7
700,73,19460822,12.0,—,7
701,73,19460822,16.0,—,7
702,73,19460823,8.0,—,7
703,73,19460823,12.0,—,7
704,73,19460823,16.0,—,7
705,73,19460824,8.0,—,7
706,73,19460824,12.0,—,7
707,73,19460824,16.0,—,7
708,73,19460825,8.0,—,7
709,73,19460825,12.0,—,7
710,73,19460825,16.0,—,7
711,73,19460826,8.0,—,7
712,73,19460826,12.0,—,7
713,73,19460826,16.0,—,7
714,73,19460827,8.0,—,7
715,73,19460827,12.0,—,7
716,73,19460827,16.0,—,7
717,73,19460828,8.0,—,7
718,73,19460828,12.0,—,7
719,73,19460828,16.0,—,7
720,73,19460829,8.0,—,7
721,73,19460829,12.0,—,7
722,73,19460829,16.0,—,7
723,73,19460830,8.0,—,7
724,73,19460830,12.0,—,7
725,73,19460830,16.0,—,7
726,73,19460831,8.0,—,7
727,73,19460831,12.0,—,7
728,73,19460831,16.0,—,7
729,73,19460901,8.0,—,7
730,73,19460901,12.0,—,7
731,73,19460901,16.0,—,7
732,73,19460902,8.0,—,7
733,73,19460902,12.0,—,7
734,73,19460902,16.0,—,7
735,73,19460903,8.0,—,7
736,73,19460903,12.0,—,7
737,73,19460903,16.0,—,7
738,73,19460904,8.0,—,7
739,73,19460904,12.0,—,7
740,73,19460904,16.0,—,7
741,73,19460905,8.0,—,7
742,73,19460905,12.0,—,7
743,73,19460905,16.0,—,7
744,73,19460906,8.0,—,7
745,73,19460906,12.0,—,7
746,73,19460906,16.0,—,7
747,73,19460907,8.0,—,7
748,73,19460907,12.0,—,7
749,73,19460907,16.0,—,7
750,73,19460908,8.0,—,7
751,73,19460908,12.0,—,7
752,73,19460908,16.0,—,7
753,73,19460909,8.0,—,7
754,73,19460909,12.0,—,7
755,73,19460909,16.0,—,7
756,73,19460910,8.0,—,7
757,73,19460910,12.0,—,7
758,73,19460910,16.0,—,7
759,73,19460911,8.0,—,7
760,73,19460911,12.0,—,7
761,73,19460911,16.0,—,7
762,73,19460912,8.0,—,7
763,73,19460912,12.0,—,7
764,73,19460912,16.0,—,7
765,73,19460913,8.0,—,7
766,73,19460913,12.0,—,7
767,73,19460913,16.0,—,7
768,73,19460914,8.0,—,7
769,73,19460914,12.0,—,7
770,73,19460914,16.0,—,7
771,73,19460915,8.0,—,7
772,73,19460915,12.0,—,7
773,73,19460915,16.0,—,7
774,73,19460916,8.0,—,7
775,73,19460916,12.0,—,7
776,73,19460916,16.0,—,7
777,73,19460917,8.0,—,7
778,73,19460917,12.0,—,7
779,73,19460917,16.0,—,7
780,73,19460918,8.0,—,7
781,73,19460918,12.0,—,7
782,73,19460918,16.0,—,7
783,73,19460919,8.0,—,7
784,73,19460919,12.0,—,7
785,73,19460919,16.0,—,7
786,73,19460920,8.0,—,7
787,73,19460920,12.0,—,7
788,73,19460920,16.0,—,7
789,73,19460921,8.0,—,7
790,73,19460921,12.0,—,7
791,73,19460921,16.0,—,7
792,73,19460922,8.0,—,7
793,73,19460922,12.0,—,7
794,73,19460922,16.0,—,7
795,73,19460923,8.0,—,7
796,73,19460923,12.0,—,7
797,73,19460923,16.0,—,7
798,73,19460924,8.0,—,7
799,73,19460924,12.0,—,7
800,73,19460924,16.0,—,7
801,73,19460925,8.0,—,7
802,73,19460925,12.0,—,7
803,73,19460925,16.0,—,7
804,73,19460926,8.0,—,7
805,73,19460926,12.0,—,7
806,73,19460926,16.0,—,7
807,73,19460927,8.0,—,7
808,73,19460927,12.0,—,7
809,73,19460927,16.0,—,7
810,73,19460928,8.0,—,7
811,73,19460928,12.0,—,7
812,73,19460928,16.0,—,7
813,73,19460929,8.0,—,7
814,73,19460929,12.0,—,7
815,73,19460929,16.0,—,7
816,73,19460930,8.0,—,7
817,73,19460930,12.0,—,7
818,73,19460930,16.0,—,7
819,73,19461001,8.0,—,7
820,73,19461001,12.0,—,7
821,73,19461001,16.0,—,7
822,73,19461002,8.0,—,7
823,73,19461002,12.0,—,7
824,73,19461002,16.0,—,7
825,73,19461003,8.0,—,7
826,73,19461003,12.0,—,7
827,73,19461003,16.0,—,7
828,73,19461004,8.0,—,7
829,73,19461004,12.0,—,7
830,73,19461004,16.0,—,7
831,73,19461005,8.0,—,7
832,73,19461005,12.0,—,7
833,73,19461005,16.0,—,7
834,73,19461006,8.0,—,7
835,73,19461006,12.0,—,7
836,73,19461006,16.0,—,7
837,73,19461007,8.0,—,7
838,73,19461007,12.0,—,7
839,73,19461007,16.0,—,7
840,73,19461008,8.0,—,7
841,73,19461008,12.0,—,7
842,73,19461008,16.0,—,7
843,73,19461009,8.0,—,7
844,73,19461009,12.0,—,7
845,73,19461009,16.0,—,7
846,73,19461010,8.0,—,7
847,73,19461010,12.0,—,7
848,73,19461010,16.0,—,7
849,73,19461011,8.0,—,7
850,73,19461011,12.0,—,7
851,73,19461011,16.0,—,7
852,73,19461012,8.0,—,7
853,73,19461012,12.0,—,7
854,73,19461012,16.0,—,7
855,73,19461013,8.0,—,7
856,73,19461013,12.0,—,7
857,73,19461013,16.0,—,7
858,73,19461014,8.0,—,7
859,73,19461014,12.0,—,7
860,73,19461014,16.0,—,7
861,73,19461015,8.0,—,7
862,73,19461015,12.0,—,7
863,73,19461015,16.0,—,7
864,73,19461016,8.0,—,7
865,73,19461016,12.0,—,7
866,73,19461016,16.0,—,7
867,73,19461017,8.0,—,7
868,73,19461017,12.0,—,7
869,73,19461017,16.0,—,7
870,73,19461018,8.0,—,7
871,73,19461018,12.0,—,7
