,Stn,Datum,Tijd,P,qP
852,73,19431012,8.0,760,0
853,73,19431012,12.0,760,0
854,73,19431012,16.0,759,0
855,73,19431013,8.0,759,0
856,73,19431013,12.0,759,0
857,73,19431013,16.0,758,0
858,73,19431014,8.0,759,0
859,73,19431014,12.0,758,0
860,73,19431014,16.0,757,0
861,73,19431015,8.0,760,0
862,73,19431015,12.0,759,0
863,73,19431015,16.0,759,0
864,73,19431016,8.0,760,0
865,73,19431016,12.0,761,0
866,73,19431016,16.0,760,0
867,73,19431017,8.0,761,0
868,73,19431017,12.0,761,0
869,73,19431017,16.0,760,0
870,73,19431018,8.0,760,0
871,73,19431018,12.0,760,0
872,73,19431018,16.0,759,0
873,73,19431019,8.0,760,0
874,73,19431019,12.0,759,0
875,73,19431019,16.0,758,0
876,73,19431020,8.0,760,0
877,73,19431020,12.0,759,0
878,73,19431020,16.0,758,0
879,73,19431021,8.0,760,0
880,73,19431021,12.0,759,0
881,73,19431021,16.0,759,0
882,73,19431022,8.0,761,0
883,73,19431022,12.0,759,0
884,73,19431022,16.0,759,0
885,73,19431023,8.0,761,0
886,73,19431023,12.0,760,0
887,73,19431023,16.0,760,0
888,73,19431024,8.0,760,0
889,73,19431024,12.0,760,0
890,73,19431024,16.0,760,0
891,73,19431025,8.0,760,0
892,73,19431025,12.0,760,0
893,73,19431025,16.0,758,0
894,73,19431026,8.0,760,0
895,73,19431026,12.0,760,0
896,73,19431026,16.0,759,0
897,73,19431027,8.0,762,0
898,73,19431027,12.0,762,0
899,73,19431027,16.0,760,0
900,73,19431028,8.0,762,0
901,73,19431028,12.0,761,0
902,73,19431028,16.0,761,0
903,73,19431029,8.0,762,0
904,73,19431029,12.0,761,0
905,73,19431029,16.0,760,0
906,73,19431030,8.0,762,0
907,73,19431030,12.0,760,0
908,73,19431030,16.0,760,0
909,73,19431031,8.0,761,0
910,73,19431031,12.0,760,0
911,73,19431031,16.0,760,0
912,73,19431101,8.0,761,0
913,73,19431101,12.0,761,0
914,73,19431101,16.0,760,0
915,73,19431102,8.0,761,0
916,73,19431102,12.0,761,0
917,73,19431102,16.0,762,0
918,73,19431103,8.0,763,0
919,73,19431103,12.0,762,0
920,73,19431103,16.0,762,0
921,73,19431104,8.0,762,0
922,73,19431104,12.0,763,0
923,73,19431104,16.0,763,0
924,73,19431105,8.0,763,0
925,73,19431105,12.0,762,0
926,73,19431105,16.0,761,0
927,73,19431106,8.0,762,0
928,73,19431106,12.0,761,0
929,73,19431106,16.0,760,0
930,73,19431107,8.0,760,0
931,73,19431107,12.0,761,0
932,73,19431107,16.0,761,0
933,73,19431108,8.0,760,0
934,73,19431108,12.0,761,0
935,73,19431108,16.0,761,0
936,73,19431109,8.0,762,0
937,73,19431109,12.0,761,0
938,73,19431109,16.0,760,0
939,73,19431110,8.0,763,0
940,73,19431110,12.0,761,0
941,73,19431110,16.0,761,0
942,73,19431111,8.0,761,0
943,73,19431111,12.0,760,0
944,73,19431111,16.0,760,0
945,73,19431112,8.0,760,0
946,73,19431112,12.0,759,0
947,73,19431112,16.0,760,0
948,73,19431113,8.0,761,0
949,73,19431113,12.0,760,0
950,73,19431113,16.0,761,0
951,73,19431114,8.0,761,0
952,73,19431114,12.0,760,0
953,73,19431114,16.0,761,0
954,73,19431115,8.0,760,0
955,73,19431115,12.0,760,0
956,73,19431115,16.0,759,0
957,73,19431116,8.0,760,0
958,73,19431116,12.0,760,0
959,73,19431116,16.0,760,0
960,73,19431117,8.0,761,0
961,73,19431117,12.0,759,0
962,73,19431117,16.0,759,0
963,73,19431118,8.0,761,0
964,73,19431118,12.0,759,0
965,73,19431118,16.0,759,0
966,73,19431119,8.0,760,0
967,73,19431119,12.0,759,0
968,73,19431119,16.0,759,0
969,73,19431120,8.0,761,0
970,73,19431120,12.0,759,0
971,73,19431120,16.0,759,0
972,73,19431121,8.0,758,0
973,73,19431121,12.0,758,0
974,73,19431121,16.0,758,0
975,73,19431122,8.0,758,0
976,73,19431122,12.0,757,0
977,73,19431122,16.0,757,0
978,73,19431123,8.0,759,0
979,73,19431123,12.0,760,0
980,73,19431123,16.0,760,0
981,73,19431124,8.0,762,0
982,73,19431124,12.0,762,0
983,73,19431124,16.0,761,0
984,73,19431125,8.0,762,0
985,73,19431125,12.0,761,0
986,73,19431125,16.0,761,0
987,73,19431126,8.0,762,0
988,73,19431126,12.0,761,0
989,73,19431126,16.0,761,0
990,73,19431127,8.0,762,0
991,73,19431127,12.0,761,0
992,73,19431127,16.0,760,0
993,73,19431128,8.0,761,0
994,73,19431128,12.0,760,0
995,73,19431128,16.0,761,0
996,73,19431129,8.0,761,0
997,73,19431129,12.0,760,0
998,73,19431129,16.0,761,0
999,73,19431130,8.0,760,0
1000,73,19431130,12.0,761,0
1001,73,19431130,16.0,761,0
1002,73,19431201,8.0,760,0
1003,73,19431201,12.0,761,0
1004,73,19431201,16.0,761,0
1005,73,19431202,8.0,761,0
1006,73,19431202,12.0,760,0
1007,73,19431202,16.0,761,0
1008,73,19431203,8.0,761,0
1009,73,19431203,12.0,760,0
1010,73,19431203,16.0,760,0
1011,73,19431204,8.0,761,0
1012,73,19431204,12.0,761,0
1013,73,19431204,16.0,760,0
1014,73,19431205,8.0,760,0
1015,73,19431205,12.0,760,0
1016,73,19431205,16.0,759,0
1017,73,19431206,8.0,761,0
1018,73,19431206,12.0,760,0
1019,73,19431206,16.0,760,0
1020,73,19431207,8.0,761,0
1021,73,19431207,12.0,761,0
1022,73,19431207,16.0,761,0
1023,73,19431208,8.0,764,0
1024,73,19431208,12.0,763,0
1025,73,19431208,16.0,762,0
1026,73,19431209,8.0,764,0
1027,73,19431209,12.0,763,0
1028,73,19431209,16.0,762,0
1029,73,19431210,8.0,762,0
1030,73,19431210,12.0,763,0
1031,73,19431210,16.0,761,0
1032,73,19431211,8.0,762,0
1033,73,19431211,12.0,762,0
1034,73,19431211,16.0,760,0
1035,73,19431212,8.0,763,0
1036,73,19431212,12.0,762,0
1037,73,19431212,16.0,762,0
1038,73,19431213,8.0,763,0
1039,73,19431213,12.0,762,0
1040,73,19431213,16.0,761,0
1041,73,19431214,8.0,763,0
1042,73,19431214,12.0,763,0
1043,73,19431214,16.0,761,0
1044,73,19431215,8.0,762,0
1045,73,19431215,12.0,760,0
1046,73,19431215,16.0,760,0
1047,73,19431216,8.0,760,0
1048,73,19431216,12.0,759,0
1049,73,19431216,16.0,759,0
1050,73,19431217,8.0,760,0
1051,73,19431217,12.0,758,0
1052,73,19431217,16.0,759,0
1053,73,19431218,8.0,761,0
1054,73,19431218,12.0,759,0
1055,73,19431218,16.0,760,0
1056,73,19431219,8.0,761,0
1057,73,19431219,12.0,760,0
1058,73,19431219,16.0,760,0
1059,73,19431220,8.0,762,0
1060,73,19431220,12.0,761,0
1061,73,19431220,16.0,760,0
1062,73,19431221,8.0,763,0
1063,73,19431221,12.0,761,0
1064,73,19431221,16.0,760,0
1065,73,19431222,8.0,763,0
1066,73,19431222,12.0,762,0
1067,73,19431222,16.0,761,0
1068,73,19431223,8.0,763,0
1069,73,19431223,12.0,762,0
1070,73,19431223,16.0,761,0
1071,73,19431224,8.0,762,0
1072,73,19431224,12.0,762,0
1073,73,19431224,16.0,761,0
1074,73,19431225,8.0,762,0
1075,73,19431225,12.0,762,0
1076,73,19431225,16.0,761,0
1077,73,19431226,8.0,763,0
1078,73,19431226,12.0,762,0
1079,73,19431226,16.0,762,0
1080,73,19431227,8.0,762,0
1081,73,19431227,12.0,762,0
1082,73,19431227,16.0,761,0
1083,73,19431228,8.0,761,0
1084,73,19431228,12.0,760,0
1085,73,19431228,16.0,759,0
1086,73,19431229,8.0,761,0
1087,73,19431229,12.0,760,0
1088,73,19431229,16.0,759,0
1089,73,19431230,8.0,762,0
1090,73,19431230,12.0,762,0
1091,73,19431230,16.0,760,0
1092,73,19431231,8.0,763,0
1093,73,19431231,12.0,762,0
1094,73,19431231,16.0,761,0
